ID	name	raw	element	eleValue	affinity	sharpness	sharpOne	sharpTwo
71	Snowy Cleaver Lv. 6	210	Ice	24	0	Blue	Blue	White
72	Snowy Cleaver Lv. 7	250	Ice	26	0	Blue	Blue	White
73	Asp Bite Lv. 8	340	Ice	28	0	Blue	White	White
74	Viper Bite Lv. 1	70	Para	22	0	Green	Green	Green
75	Viper Bite Lv. 2	80	Para	24	0	Green	Green	Green
76	Viper Bite Lv. 3	130	Para	26	0	Green	Green	Blue
77	Viper Bite Lv. 4	150	Para	28	0	Green	Green	Blue
78	Deathprize Lv. 5	190	Para	30	0	Green	Blue	Blue
79	Deathprize Lv. 6	210	Para	31	0	Blue	White	White
80	Deathgrip Lv. 7	300	Para	32	0	Blue	White	White
81	Hydra Bite Lv. 1	80	Poison	28	0	Green	Green	Green
82	Hydra Bite Lv. 2	90	Poison	32	0	Green	Green	Green
83	Hydra Bite Lv. 3	110	Poison	34	0	Green	Green	Blue
84	Hydra Bite Lv. 4	130	Poison	38	0	Green	Green	Blue
85	Hydra Bite Lv. 5	150	Poison	42	0	Blue	Blue	White
86	Deadly Poison Lv. 6	180	Poison	45	0	Blue	Blue	White
87	Deadly Poison Lv. 7	240	Poison	46	0	Blue	Blue	White
88	Lethal Poison Lv. 8	300	Poison	48	0	Blue	White	White
89	Brash Buddies Lv. 1	90	(No Element)	0	0	Green	Green	Green
90	Brash Buddies Lv. 2	100	(No Element)	0	0	Green	Green	Green
91	Brash Buddies Lv. 3	130	(No Element)	0	0	Green	Green	Green
92	Brash Buddies Lv. 4	150	(No Element)	0	0	Green	Green	Blue
93	Brash Buddies Lv. 5	190	(No Element)	0	0	Blue	Blue	Blue
94	Cocky Comrades Lv. 6	210	(No Element)	0	0	Blue	Blue	White
95	Cocky Comrades Lv. 7	250	(No Element)	0	0	Blue	White	White
96	Cocksure Compatriots Lv. 8	340	(No Element)	0	0	White	White	Purple
97	Ludroth's Nail Lv. 1	100	(No Element)	0	0	Green	Green	Green
98	Ludroth's Nail Lv. 2	120	(No Element)	0	0	Green	Green	Green
99	Ludroth's Nail Lv. 3	130	(No Element)	0	0	Green	Green	Blue
100	Ludroth's Nail Lv. 4	150	(No Element)	0	0	Blue	Blue	White
101	Ludroth Gear Lv. 5	190	(No Element)	0	0	Blue	Blue	White
102	Ludroth Gear Lv. 6	240	(No Element)	0	0	White	White	White
103	Foaming Ludroth Gear Lv. 7	330	(No Element)	0	0	White	White	Purple
104	Velocidrome Bite Lv. 1	70	(No Element)	0	0	Green	Green	Green
105	Velocidrome Bite Lv. 2	80	(No Element)	0	0	Green	Green	Green
106	Velocidrome Bite Lv. 3	100	(No Element)	0	0	Green	Green	Green
107	Velocidrome Bite Lv. 4	140	(No Element)	0	0	Green	Green	Blue
108	Velocidrome Fang Lv. 5	200	(No Element)	0	0	Blue	Blue	White
109	Velocidrome Fang Lv. 6	240	(No Element)	0	0	Blue	White	White
110	Velocidrome Fang Slash Lv. 7	340	(No Element)	0	0	Blue	White	Purple
111	Yukumo Cutter Lv. 1	70	(No Element)	0	0	Green	Green	Green
112	Yukumo Cutter Lv. 2	90	(No Element)	0	0	Green	Green	Green
113	Yukumo Cutter Lv. 3	120	(No Element)	0	0	Green	Green	Green
114	Yukumo Cutter Lv. 4	140	(No Element)	0	0	Green	Blue	Blue
115	Yukumo Hatchet Lv. 5	180	(No Element)	0	0	Green	Blue	Blue
116	Yukumo Hatchet Lv. 6	260	(No Element)	0	0	Green	Blue	Blue
117	Yukumo Hatchet Lv. 7	320	(No Element)	0	0	Green	Blue	Blue
118	Hot Spring Hatchet Lv. 8	350	(No Element)	0	0	Green	Blue	White
119	Rusted Sword Lv. 1	100	(No Element)	0	-70	Orange	Orange	Orange
120	Rusted Sword Lv. 2	100	(No Element)	0	-70	Orange	Orange	Orange
121	Tarnished Sword Lv. 3	100	(No Element)	0	-70	Yellow	Yellow	Green
122	Hunter's Dagger Lv. 1	100	(No Element)	0	0	Green	Green	Green
123	Hunter's Dagger Lv. 2	110	(No Element)	0	0	Green	Green	Green
124	Hunter's Dagger Lv. 3	130	(No Element)	0	0	Green	Green	Blue
125	Hunter's Dagger Lv. 4	140	(No Element)	0	0	Blue	Blue	White
126	Hunter's Dagger Lv. 5	180	(No Element)	0	0	Blue	Blue	White
127	Assassin's Dagger Lv. 6	220	(No Element)	0	0	Blue	White	White
128	Assassin's Dagger Lv. 7	280	(No Element)	0	0	White	White	Purple
129	Master's Dagger Lv. 8	340	(No Element)	0	0	White	Purple	Purple
130	Bone Pick Lv. 1	90	(No Element)	0	0	Yellow	Yellow	Yellow
131	Bone Pick Lv. 2	110	(No Element)	0	0	Yellow	Yellow	Yellow
132	Bone Pick Lv. 3	140	(No Element)	0	-5	Green	Green	Green
133	Bone Pick Lv. 4	160	(No Element)	0	-5	Green	Green	Blue
134	Bone Pick Lv. 5	180	(No Element)	0	-10	Blue	Blue	White
135	Bone Pick Lv. 6	200	(No Element)	0	-10	Blue	Blue	White
136	Osteon Pick Lv. 7	220	(No Element)	0	-10	Blue	White	White
137	Osteon Pick Lv. 8	250	(No Element)	0	-10	White	Purple	Purple
138	Spinal Pick Lv. 9	340	(No Element)	0	-10	White	Purple	Purple
139	Frost Edge Lv. 1	90	Ice	24	0	Green	Green	Green
140	Frost Edge Lv. 2	100	Ice	30	0	Green	Green	Blue
141	Frost Edge Lv. 3	130	Ice	36	0	Blue	Blue	White
142	Hi Frost Edge Lv. 4	200	Ice	42	0	Blue	Blue	White
143	Hi Frost Edge Lv. 5	230	Ice	44	0	Blue	Blue	White
144	Hi Frost Edge Lv. 6	280	Ice	46	0	White	Purple	Purple
145	Permafrost Edge Lv. 7	310	Ice	48	0	White	Purple	Purple
146	Secta Nulo (G) Lv. 1	90	Para	14	0	Yellow	Green	Green
147	Secta Nulo (G) Lv. 2	100	Para	15	0	Green	Green	Green
148	Secta Nulo (G) Lv. 3	120	Para	17	0	Blue	Blue	Blue
149	Secta Nulo (G) Lv. 4	140	Para	20	0	Blue	Blue	Blue
150	Secta Unu (G) Lv. 5	170	Para	22	0	Blue	Blue	White
151	Secta Unu (G) Lv. 6	200	Para	23	0	Blue	White	White
152	Secta Unu (G) Lv. 7	240	Para	24	0	White	White	White
153	Secta Du (G) Lv. 8	290	Para	25	0	Purple	Purple	Purple
154	Secta Nulo (R) Lv. 1	90	Fire	12	0	Green	Green	Green
155	Secta Nulo (R) Lv. 2	100	Fire	14	0	Green	Green	Green
156	Secta Nulo (R) Lv. 3	130	Fire	16	0	Blue	Blue	Blue
157	Secta Nulo (R) Lv. 4	150	Fire	18	0	Blue	Blue	Blue
158	Secta Unu (R) Lv. 5	170	Fire	22	0	Blue	Blue	White
159	Secta Unu (R) Lv. 6	200	Fire	24	0	Blue	White	White
160	Secta Unu (R) Lv. 7	230	Fire	26	0	Blue	White	White
161	Secta Du (R) Lv. 8	290	Fire	28	0	Blue	White	Purple
162	Lava Pick Lv. 1	100	Fire	10	0	Yellow	Yellow	Green
163	Lava Pick Lv. 2	110	Fire	12	0	Yellow	Green	Green
164	Lava Pick Lv. 3	120	Fire	14	0	Green	Green	Green
165	Lava Pick Lv. 4	170	Fire	16	0	Green	Green	Blue
166	Burly Beak Lv. 5	230	Fire	18	0	Green	Blue	Blue
167	Burly Beak Lv. 6	290	Fire	19	0	Green	Blue	Blue
168	Burly Beak Lv. 7	320	Fire	20	0	Green	Blue	Blue
169	Bruising Beak Lv. 8	350	Fire	22	0	Green	Blue	White
170	Poison Axe Lv. 1	90	Poison	24	0	Green	Green	Green
171	Poison Axe Lv. 2	100	Poison	26	0	Green	Green	Green
172	Poison Axe Lv. 3	120	Poison	28	0	Green	Green	Blue
173	Poison Axe Lv. 4	140	Poison	30	0	Blue	Blue	White
174	Poison Axe Lv. 5	160	Poison	32	0	Blue	White	White
175	Poison Battleaxe Lv. 6	200	Poison	35	0	Blue	White	White
176	Poison Battleaxe Lv. 7	230	Poison	36	0	Blue	White	White
177	Poison Battleaxe Lv. 8	260	Poison	38	0	White	White	White
178	Poison Tomahawk Lv. 9	320	Poison	40	0	White	White	Purple
179	Thunderbane Lv. 1	90	Thunder	17	0	Green	Green	Green
180	Thunderbane Lv. 2	130	Thunder	20	0	Green	Green	Green
181	Thunderbane Lv. 3	150	Thunder	22	0	Green	Green	Green
182	Thunderbane Lv. 4	170	Thunder	24	0	Green	Green	Blue
183	Frightbane Lv. 5	230	Thunder	27	0	Green	Blue	Blue
184	Frightbane Lv. 6	290	Thunder	28	0	Green	Blue	White
185	Indra Lv. 7	350	Thunder	30	0	Green	Blue	White
186	Royal Claw Lv. 1	90	Water	12	0	Green	Green	Green
187	Royal Claw Lv. 2	110	Water	16	0	Green	Green	Green
188	Royal Claw Lv. 3	130	Water	22	0	Green	Green	Blue
189	Royal Claw Lv. 4	170	Water	28	0	Blue	White	White
190	Royal Ludroth Claw Lv. 5	200	Water	36	0	Blue	White	White
191	Royal Ludroth Claw Lv. 6	230	Water	37	0	Blue	White	White
192	Royal Ludroth Claw Lv. 7	250	Water	38	0	White	White	White
193	Royal Waterclaw Lv. 8	290	Water	40	0	White	Purple	Purple
194	Shura Fan Lv. 1	90	Sleep	18	0	Green	Green	Green
195	Shura Fan Lv. 2	110	Sleep	19	0	Green	Green	Green
196	Shura Fan Lv. 3	120	Sleep	20	0	Green	Green	Blue
197	Shura Fan Lv. 4	160	Sleep	21	0	Blue	Blue	Blue
198	Shura Fan Lv. 5	170	Sleep	22	0	Blue	Blue	White
199	Dream Duke Shura Lv. 6	180	Sleep	24	0	Blue	Blue	White
200	Dream Duke Shura Lv. 7	220	Sleep	26	0	White	White	White
201	Dream Duke Shura Lv. 8	250	Sleep	27	0	White	White	White
202	Dream Archduke Shura Lv. 9	300	Sleep	28	0	White	Purple	Purple
203	Khezu Razor Lv. 1	80	Thunder	22	10	Green	Green	Green
204	Khezu Razor Lv. 2	110	Thunder	24	10	Green	Green	Green
205	Khezu Razor Lv. 3	140	Thunder	30	15	Green	Green	Green
206	Khezu Razor Lv. 4	170	Thunder	34	15	Blue	Blue	White
207	Painful Razor Lv. 5	200	Thunder	38	15	Blue	Blue	White
208	Painful Razor Lv. 6	260	Thunder	39	15	White	White	White
209	Dread Razor Lv. 7	320	Thunder	40	15	White	White	Purple
210	Dual Carapace Lv. 1	100	Water	10	0	Green	Green	Green
211	Dual Carapace Lv. 2	120	Water	12	0	Green	Green	Green
212	Dual Carapace Lv. 3	130	Water	15	0	Blue	Blue	Blue
213	Dual Carapace Lv. 4	150	Water	20	0	Blue	Blue	White
214	Dual Scissors Lv. 5	200	Water	25	0	White	White	White
215	Dual Scissors Lv. 6	230	Water	27	0	White	White	White
216	Dual Scissors Lv. 7	260	Water	30	0	White	Purple	Purple
217	Dual Crustacio Lv. 8	310	Water	32	0	Purple	Purple	Purple
218	Spiked Circle Lv. 1	110	Para	8	-10	Green	Green	Green
219	Spiked Circle Lv. 2	130	Para	10	-10	Green	Green	Green
220	Spiked Circle Lv. 3	150	Para	11	-10	Green	Green	Green
221	Spiked Circle Lv. 4	170	Para	13	-10	Blue	Blue	Blue
222	Paraspiked Circle Lv. 5	200	Para	15	-10	Blue	Blue	White
223	Paraspiked Circle Lv. 6	260	Para	17	-10	Blue	White	White
224	Paraspiked Circle Lv. 7	280	Para	19	-10	White	White	White
225	Paraspiked Rondo Lv. 8	310	Para	23	-10	White	White	Purple
226	Hidden Edge Lv. 1	100	(No Element)	0	40	Green	Blue	Blue
227	Hidden Edge Lv. 2	120	(No Element)	0	40	Green	Blue	White
228	Hidden Edge Lv. 3	140	(No Element)	0	40	Blue	Blue	White
229	Hidden Edge Lv. 4	160	(No Element)	0	40	White	White	White
230	Flash in the Night Lv. 5	180	(No Element)	0	40	White	White	White
231	Flash in the Night Lv. 6	230	(No Element)	0	40	White	White	White
232	Flash in the Night Lv. 7	270	(No Element)	0	40	Purple	Purple	Purple
233	Avidya Edge Lv. 8	300	(No Element)	0	40	Purple	Purple	Purple
234	Tusk Gear Lv. 1	80	Ice	8	0	Green	Green	Blue
235	Tusk Gear Lv. 2	90	Ice	10	0	Green	Green	Blue
236	Tusk Gear Lv. 3	130	Ice	12	0	Green	Blue	Blue
237	Tusk Gear Lv. 4	150	Ice	14	0	Blue	Blue	White
238	Skull's Wrath Lv. 5	190	Ice	16	0	Blue	Blue	White
239	Skull's Wrath Lv. 6	220	Ice	18	0	White	White	White
240	Skull's Wrath Lv. 7	270	Ice	20	0	White	White	White
241	Chalcamine Sword Lv. 8	310	Ice	23	0	White	White	White
242	Catspaw Lv. 1	80	Para	18	0	Yellow	Yellow	Yellow
243	Catspaw Lv. 2	100	Para	22	0	Green	Green	Green
244	Catspaw Lv. 3	110	Para	25	0	Green	Green	Green
245	Catburglar Lv. 4	130	Para	28	0	Green	Blue	Blue
246	Catburglar Lv. 5	190	Para	29	0	Blue	Blue	White
247	Catlike Tread Lv. 6	280	Para	30	0	White	White	White
248	Kitchen Knife Lv. 1	80	(No Element)	0	10	Yellow	Yellow	Green
249	Kitchen Knife Lv. 2	120	(No Element)	0	10	Green	Blue	Blue
250	Kitchen Knife Lv. 3	140	(No Element)	0	10	Blue	Blue	White
251	Iron Chefblade Lv. 4	150	(No Element)	0	10	White	White	White
252	Iron Chefblade Lv. 5	220	(No Element)	0	15	White	White	White
253	Millennium Knife Lv. 6	320	(No Element)	0	20	Purple	Purple	Purple
254	Chak Chak Lv. 1	90	(No Element)	0	5	Green	Green	Green
255	Chak Chak Lv. 2	130	(No Element)	0	10	Green	Blue	Blue
256	Chak Chak Lv. 3	160	(No Element)	0	10	Green	Blue	Blue
257	Wagga Wagga Lv. 4	210	(No Element)	0	15	Blue	Blue	White
258	Wagga Wagga Lv. 5	250	(No Element)	0	15	Blue	Blue	White
259	Gimble Gyre Lv. 6	300	(No Element)	0	15	White	Purple	Purple
260	Moofah Sword Lv. 1	80	Sleep	10	0	Green	Green	Green
261	Moofah Sword Lv. 2	100	Sleep	12	0	Green	Green	Blue
262	Moofah Sword Lv. 3	120	Sleep	14	0	Green	Green	Blue
263	Sleepy Moofah Lv. 4	130	Sleep	16	0	Blue	White	White
264	Sleepy Moofah Lv. 5	190	Sleep	18	0	Blue	Purple	Purple
265	Sound Asleep Moofah Lv. 6	260	Sleep	20	0	White	Purple	Purple
266	Eldora Closure Lv. 1	50	(No Element)	0	0	Blue	Blue	Blue
267	Eldora Closure Lv. 2	80	(No Element)	0	0	Blue	Blue	Blue
268	Eldora Closure Lv. 3	120	(No Element)	0	0	Blue	Blue	White
269	Treasured Fedda Lv. 4	150	(No Element)	0	0	White	White	White
270	Treasured Fedda Lv. 5	240	(No Element)	0	0	Purple	Purple	Purple
271	Treasured Fedda Lv. 6	260	(No Element)	0	0	Purple	Purple	Purple
272	Lost Ys Lv. 7	280	(No Element)	0	0	Purple	Purple	Purple
273	Obsidian Sword Lv. 1	140	(No Element)	0	0	Green	Blue	Blue
274	Obsidian Sword Lv. 2	150	(No Element)	0	0	Blue	Blue	White
275	Obsidian Sword Lv. 3	160	(No Element)	0	0	Blue	Blue	White
276	Obsidian Sword Lv. 4	180	(No Element)	0	0	Blue	Blue	White
277	Obsidian Sword Lv. 5	200	(No Element)	0	0	Blue	White	White
278	Lustrous Cretecia Lv. 6	220	(No Element)	0	0	Blue	White	White
279	Lustrous Cretecia Lv. 7	280	(No Element)	0	0	White	White	White
280	Ethereal Cretecia Lv. 8	330	(No Element)	0	0	White	Purple	Purple
281	Heavy Bang Lv. 1	110	(No Element)	0	5	Green	Green	Green
282	Heavy Bang Lv. 2	140	(No Element)	0	5	Green	Green	Blue
283	Heavy Bang Lv. 3	170	(No Element)	0	5	Blue	Blue	Blue
284	Master Bang Lv. 4	180	(No Element)	0	5	Blue	White	White
285	Master Bang Lv. 5	260	(No Element)	0	5	White	Purple	Purple
286	Bang Bang Lv. 6	320	(No Element)	0	10	White	Purple	Purple
287	Raven Blade Lv. 1	110	(No Element)	0	20	Green	Green	Green
288	Raven Blade Lv. 2	120	(No Element)	0	20	Green	Blue	Blue
289	Raven Blade Lv. 3	130	(No Element)	0	20	Blue	Blue	Blue
290	Raven Blade Lv. 4	140	(No Element)	0	25	Blue	Blue	White
291	Wolf Blade Lv. 5	190	(No Element)	0	25	White	White	White
292	Wolf Blade Lv. 6	270	(No Element)	0	25	White	White	White
293	Wolf Blade Lv. 7	290	(No Element)	0	25	White	White	Purple
294	Crow Blade Lv. 8	310	(No Element)	0	25	Purple	Purple	Purple
295	Gigas Club Lv. 1	140	(No Element)	0	0	Yellow	Yellow	Green
296	Gigas Club Lv. 2	150	(No Element)	0	0	Yellow	Green	Green
297	Gigas Club Lv. 3	160	(No Element)	0	0	Yellow	Green	Green
298	Gigas Club Lv. 4	180	(No Element)	0	0	Green	Green	Green
299	Gigas Crusher Lv. 5	220	(No Element)	0	0	Green	Blue	Blue
300	Gigas Crusher Lv. 6	330	(No Element)	0	0	Green	Blue	Blue
301	Gigas Crusher Lv. 7	340	(No Element)	0	0	Green	Blue	Blue
302	Mighty Gigantreon Lv. 8	360	(No Element)	0	0	Green	Blue	White
303	Princess Rapier Lv. 1	110	Poison	10	0	Green	Green	Green
304	Princess Rapier Lv. 2	130	Poison	14	0	Green	Green	Green
305	Princess Rapier Lv. 3	150	Poison	18	5	Green	Green	Blue
306	Princess Rapier Lv. 4	170	Poison	22	5	Blue	Blue	White
307	Queen Rapier Lv. 5	190	Poison	26	5	Blue	White	White
308	Queen Rapier Lv. 6	250	Poison	27	5	Blue	White	White
309	Queen Rapier Lv. 7	280	Poison	28	5	White	White	White
310	Empress Rapier Lv. 8	310	Poison	30	5	White	White	Purple
311	Djinn Lv. 1	110	Fire	24	0	Green	Green	Green
312	Djinn Lv. 2	130	Fire	25	0	Green	Green	Blue
313	Djinn Lv. 3	160	Fire	26	0	Green	Blue	Blue
314	Djinn Lv. 4	190	Fire	28	0	Green	Blue	Blue
315	Blazing Falchion Lv. 5	220	Fire	30	0	Blue	Blue	White
316	Blazing Falchion Lv. 6	280	Fire	32	0	Blue	Blue	White
317	Blazing Falchion Lv. 7	310	Fire	33	0	Blue	White	White
318	High Ifrit Lv. 8	340	Fire	34	0	Blue	White	White
319	Lagia Sword Lv. 1	130	Thunder	12	0	Green	Green	Green
320	Lagia Sword Lv. 2	140	Thunder	14	0	Green	Green	Green
321	Lagia Sword Lv. 3	150	Thunder	18	0	Green	Green	Green
322	Lagia Sword Lv. 4	160	Thunder	22	0	Blue	Blue	White
323	High Lagia Sword Lv. 5	180	Thunder	27	0	Blue	White	White
324	High Lagia Sword Lv. 6	270	Thunder	28	0	Blue	White	White
325	Exlagia Sword Lv. 7	300	Thunder	30	0	White	Purple	Purple
326	Usurper's Firebolt Lv. 1	120	Thunder	25	0	Green	Green	Green
327	Usurper's Firebolt Lv. 2	130	Thunder	27	0	Green	Blue	Blue
328	Usurper's Firebolt Lv. 3	160	Thunder	28	0	Blue	Blue	Blue
329	Despot's Crookbolt Lv. 4	210	Thunder	30	0	Blue	White	White
330	Despot's Crookbolt Lv. 5	270	Thunder	32	0	Blue	White	White
331	Despot's Crookbolt Lv. 6	280	Thunder	34	0	Blue	White	Purple
332	Oppressor's Bounty Lv. 7	320	Thunder	35	0	White	Purple	Purple
333	Hana no Nagoriwo Lv. 1	130	Water	22	0	Green	Green	Green
334	Hana no Nagoriwo Lv. 2	140	Water	24	0	Green	Green	Green
335	Hana no Nagoriwo Lv. 3	150	Water	27	10	Green	Blue	Blue
336	Hana no Nagoriwo Lv. 4	170	Water	28	10	Blue	White	White
337	Hana no Nagoriwo Lv. 5	190	Water	30	10	Blue	White	White
338	Kurenawi Ougi Lv. 6	200	Water	32	10	Blue	White	White
339	Kurenawi Ougi Lv. 7	270	Water	33	10	White	White	White
340	Kurenawi Ougi Lv. 8	290	Water	34	10	White	White	Purple
341	Kurenawi Kunpuu Lv. 9	310	Water	35	10	White	Purple	Purple
342	Verdant Rapier Lv. 1	120	Thunder	22	15	Green	Green	Green
343	Verdant Rapier Lv. 2	130	Thunder	24	15	Green	Green	Blue
344	Verdant Rapier Lv. 3	150	Thunder	25	20	Blue	Blue	White
345	Verdant Rapier Lv. 4	160	Thunder	28	20	Blue	White	White
346	Verdant Rapier Lv. 5	170	Thunder	30	20	White	White	White
347	Lightning Rapier Lv. 6	180	Thunder	32	20	White	White	White
348	Lightning Rapier Lv. 7	250	Thunder	33	20	White	White	White
349	Lightning Rapier Lv. 8	270	Thunder	34	20	Purple	Purple	Purple
350	Astalos Rapier Lv. 9	290	Thunder	35	20	Purple	Purple	Purple
351	Giant's Tusk Lv. 1	140	Ice	12	-20	Green	Green	Green
352	Giant's Tusk Lv. 2	150	Ice	14	-20	Green	Green	Blue
353	Giant's Tusk Lv. 3	170	Ice	15	-20	Green	Blue	Blue
354	Giant's Tusk Lv. 4	190	Ice	16	-20	Blue	Blue	Blue
355	Giant's Tusk Lv. 5	210	Ice	17	-20	Blue	Blue	Blue
356	Colossus's Tusk Lv. 6	230	Ice	18	-20	Blue	Blue	White
357	Colossus's Tusk Lv. 7	300	Ice	20	-20	White	White	White
358	Colossus's Tusk Lv. 8	320	Ice	21	-20	White	White	Purple
359	Behemoth's Tusk Lv. 9	340	Ice	22	-20	White	White	Purple
360	Burning Prominar Lv. 1	130	Fire	22	0	Green	Green	Green
361	Burning Prominar Lv. 2	140	Fire	24	0	Green	Green	Green
362	Burning Prominar Lv. 3	160	Fire	25	0	Green	Green	Blue
363	Burning Prominar Lv. 4	180	Fire	26	0	Blue	Blue	Blue
364	Burning Prominar Lv. 5	200	Fire	28	0	Blue	Blue	White
365	Glinting Glavenus Lv. 6	210	Fire	30	0	Blue	White	White
366	Glinting Glavenus Lv. 7	280	Fire	31	0	White	White	White
367	Glinting Glavenus Lv. 8	300	Fire	32	0	White	White	White
368	Glinting Glavenova Lv. 9	320	Fire	33	0	White	Purple	Purple
369	Sucher-Ankh Lv. 1	120	Dragon	12	15	Green	Green	Blue
370	Sucher-Ankh Lv. 2	130	Dragon	15	15	Green	Blue	White
371	Sucher-Ankh Lv. 3	150	Dragon	17	20	Blue	Blue	White
372	Sucher-Ankh Lv. 4	170	Dragon	18	20	Blue	Blue	White
373	Jager-Ankh Lv. 5	190	Dragon	20	25	Blue	White	White
