ID	name	raw	element	eleValue	affinity	sharpness	sharpOne	sharpTwo
96	Drill Lance Lv. 2	100	Thunder	12	5	Green	Green	Green
97	Drill Lance Lv. 3	130	Thunder	13	10	Green	Blue	Blue
98	Drill Lance Lv. 4	140	Thunder	14	15	Blue	Blue	Blue
99	Drill Lance Lv. 5	160	Thunder	15	15	Blue	White	White
100	Gigadrill Lance Lv. 6	190	Thunder	16	15	White	Purple	Purple
101	Gigadrill Lance Lv. 7	260	Thunder	17	15	White	Purple	Purple
102	Exadrill Lance Lv. 8	320	Thunder	18	15	White	Purple	Purple
103	Estoc Lv. 1	100	(No Element)	0	0	Green	Green	Green
104	Estoc Lv. 2	110	(No Element)	0	0	Green	Blue	Blue
105	Estoc Lv. 3	120	(No Element)	0	0	Blue	Blue	Blue
106	Estoc Lv. 4	140	(No Element)	0	0	Blue	Blue	Blue
107	Valhalla Lv. 5	160	(No Element)	0	0	Blue	White	White
108	Valhalla Lv. 6	230	(No Element)	0	0	White	Purple	Purple
109	Einherjar Lv. 7	300	(No Element)	0	0	White	Purple	Purple
110	Dark Lance Lv. 1	70	Para	15	0	Green	Green	Green
111	Dark Lance Lv. 2	80	Para	16	0	Green	Blue	Blue
112	Dark Lance Lv. 3	120	Para	18	0	Blue	Blue	Blue
113	Dark Lance Lv. 4	140	Para	21	0	Blue	Blue	Blue
114	Dark Spear Lv. 5	150	Para	23	0	White	White	White
115	Dark Spear Lv. 6	200	Para	24	0	White	White	Purple
116	Dark Spear Lv. 7	250	Para	25	0	White	White	Purple
117	Dark Chainer Lv. 8	280	Para	26	0	Purple	Purple	Purple
118	Naag Serpentblade Lv. 1	90	Poison	30	5	Green	Green	Green
119	Naag Serpentblade Lv. 2	110	Poison	32	5	Green	Green	Green
120	Naag Serpentblade Lv. 3	130	Poison	36	10	Green	Blue	Blue
121	Naag Serpentblade Lv. 4	160	Poison	38	10	Green	Blue	Blue
122	Devta Serpentblade Lv. 5	190	Poison	40	10	Blue	Blue	White
123	Devta Serpentblade Lv. 6	210	Poison	42	15	Blue	White	White
124	Devta Serpentblade Lv. 7	260	Poison	44	15	White	White	White
125	OuroborosSerpntblade Lv. 8	310	Poison	46	15	White	White	Purple
126	Bone Claw Lance Lv. 1	100	(No Element)	0	0	Yellow	Yellow	Green
127	Bone Claw Lance Lv. 2	110	(No Element)	0	0	Green	Green	Green
128	Bone Claw Lance Lv. 3	140	(No Element)	0	0	Green	Green	Blue
129	Bone Claw Lance Lv. 4	180	(No Element)	0	0	Blue	Blue	Blue
130	Red Lord Lance Lv. 5	210	(No Element)	0	0	Blue	White	White
131	Red Lord Lance Lv. 6	240	(No Element)	0	0	Blue	White	White
132	Red Lord Lance Lv. 7	270	(No Element)	0	0	White	White	White
133	Red Crab Lance Lv. 8	330	(No Element)	0	0	White	White	Purple
134	Volvi Stroke Lv. 1	90	Para	18	0	Green	Green	Green
135	Volvi Stroke Lv. 2	120	Para	22	0	Green	Green	Green
136	Volvi Stroke Lv. 3	140	Para	24	0	Green	Green	Blue
137	Volvi Stroke Lv. 4	150	Para	28	0	Green	Green	Blue
138	Volvi Sweep Lv. 5	180	Para	30	0	Blue	Blue	White
139	Volvi Sweep Lv. 6	210	Para	32	0	Blue	Blue	White
140	Volvi Sweep Lv. 7	240	Para	34	0	White	White	White
141	Volvi Swindler Lv. 8	270	Para	36	0	White	White	Purple
142	Spiral Lance Lv. 1	90	Water	10	0	Green	Green	Green
143	Spiral Lance Lv. 2	130	Water	11	0	Green	Green	Blue
144	Spiral Lance Lv. 3	150	Water	12	0	Green	Green	Blue
145	Spiral Lance Lv. 4	170	Water	14	0	Green	Green	Blue
146	Spiral Splash Lv. 5	220	Water	15	0	Blue	White	White
147	Spiral Splash Lv. 6	240	Water	16	0	Blue	White	White
148	Spiral Splash Lv. 7	270	Water	17	0	White	White	White
149	Spiral Vortex Lv. 8	330	Water	18	0	White	Purple	Purple
150	Cross Coloris Lv. 1	90	Sleep	15	0	Green	Green	Green
151	Cross Coloris Lv. 2	110	Sleep	16	0	Green	Green	Green
152	Cross Coloris Lv. 3	130	Sleep	17	0	Green	Green	Blue
153	Cross Coloris Lv. 4	160	Sleep	18	0	Blue	Blue	Blue
154	Duke Dormir Lv. 5	180	Sleep	20	0	Blue	Blue	White
155	Duke Dormir Lv. 6	220	Sleep	21	0	White	White	White
156	Duke Dormir Lv. 7	270	Sleep	22	0	White	White	White
157	Archduke Pesadomir Lv. 8	310	Sleep	24	0	White	Purple	Purple
158	Type 43 Dragonlance Lv. 1	80	Water	20	0	Green	Green	Green
159	Type 43 Dragonlance Lv. 2	100	Water	22	0	Green	Green	Green
160	Type 43 Dragonlance Lv. 3	140	Water	28	0	Green	Blue	Blue
161	Type 43 Dragonlance Lv. 4	160	Water	30	0	Blue	Blue	White
162	Drakenwerfer Lv. 5	200	Water	32	0	Blue	Blue	White
163	Drakenwerfer Lv. 6	260	Water	34	0	White	White	White
164	Dragon's Howl Lv. 7	320	Water	35	0	White	Purple	Purple
165	Ceanataur Stinger Lv. 1	110	(No Element)	0	0	Green	Green	Green
166	Ceanataur Stinger Lv. 2	130	(No Element)	0	0	Green	Green	Blue
167	Ceanataur Stinger Lv. 3	160	(No Element)	0	0	Blue	Blue	White
168	Ceanataur Stinger Lv. 4	190	(No Element)	0	0	Blue	White	White
169	Ceanataur Piercer Lv. 5	220	(No Element)	0	0	White	White	White
170	Ceanataur Piercer Lv. 6	270	(No Element)	0	0	White	White	White
171	Ceanataur Piercer Lv. 7	300	(No Element)	0	0	White	White	Purple
172	Master Piercer Lv. 8	330	(No Element)	0	0	White	White	Purple
173	Twistcrawl Lv. 1	100	Para	12	-10	Green	Green	Green
174	Twistcrawl Lv. 2	110	Para	13	-10	Green	Green	Green
175	Twistcrawl Lv. 3	130	Para	14	-10	Blue	Blue	Blue
176	Twistcrawl Lv. 4	160	Para	15	-10	Blue	Blue	White
177	Writhing Crawler Lv. 5	200	Para	16	-10	Blue	Blue	White
178	Writhing Crawler Lv. 6	260	Para	17	-10	Blue	White	White
179	Spinning Crawler Lv. 7	310	Para	18	-10	White	White	Purple
180	Hidden Stinger Lv. 1	100	(No Element)	0	30	Green	Blue	Blue
181	Hidden Stinger Lv. 2	120	(No Element)	0	30	Blue	Blue	White
182	Hidden Stinger Lv. 3	150	(No Element)	0	30	Blue	Blue	White
183	Hidden Stinger Lv. 4	170	(No Element)	0	30	White	White	White
184	Night Rains Black Lv. 5	180	(No Element)	0	40	White	White	White
185	Night Rains Black Lv. 6	230	(No Element)	0	40	White	White	White
186	Night Rains Black Lv. 7	270	(No Element)	0	40	Purple	Purple	Purple
187	Avidya Lance Lv. 8	290	(No Element)	0	40	Purple	Purple	Purple
188	Blue Crater Lv. 1	90	Ice	5	0	Green	Green	Green
189	Blue Crater Lv. 2	110	Ice	6	0	Green	Green	Green
190	Blue Crater Lv. 3	140	Ice	7	0	Green	Blue	Blue
191	Blue Crater Lv. 4	160	Ice	8	0	Blue	Blue	White
192	Doom Crown Lv. 5	200	Ice	10	0	Blue	Blue	White
193	Doom Crown Lv. 6	230	Ice	12	0	White	White	White
194	Doom Crown Lv. 7	280	Ice	13	0	White	White	White
195	Eterno Crown Lv. 8	320	Ice	15	0	White	White	White
196	Frontrider Lance Lv. 1	80	(No Element)	0	0	Green	Green	Green
197	Frontrider Lance Lv. 2	120	(No Element)	0	0	Green	Green	Green
198	Frontrider Lance Lv. 3	140	(No Element)	0	0	Green	Blue	Blue
199	Warcry Lance Lv. 4	180	(No Element)	0	0	Blue	Blue	White
200	Warcry Lance Lv. 5	220	(No Element)	0	5	Blue	Blue	White
201	Decisive Battle Lance Lv. 6	320	(No Element)	0	10	Blue	White	Purple
202	Native Spear Lv. 1	60	Poison	38	0	Green	Green	Green
203	Native Spear Lv. 2	80	Poison	40	0	Green	Green	Blue
204	Native Spear Lv. 3	100	Poison	42	0	Blue	Blue	White
205	Primal Spear Lv. 4	120	Poison	45	0	White	White	White
206	Primal Spear Lv. 5	170	Poison	46	0	White	White	White
207	Primeval Spear Lv. 6	250	Poison	48	0	Purple	Purple	Purple
208	Vacuum Striker Lv. 1	60	Water	26	0	Green	Green	Green
209	Vacuum Striker Lv. 2	90	Water	28	0	Green	Green	Blue
210	Vacuum Striker Lv. 3	110	Water	30	0	Blue	Blue	White
211	Hyper Vacuum Lv. 4	120	Water	34	0	White	White	White
212	Hyper Vacuum Lv. 5	200	Water	38	0	White	White	White
213	Mysophobic Scream Lv. 6	250	Water	42	0	Purple	Purple	Purple
214	Fragrance Lv. 1	70	Sleep	18	0	Green	Green	Green
215	Fragrance Lv. 2	90	Sleep	20	0	Green	Blue	Blue
216	Fragrance Lv. 3	110	Sleep	22	0	Blue	Blue	Blue
217	Classy Fragrance Lv. 4	130	Sleep	24	0	Blue	White	White
218	Classy Fragrance Lv. 5	210	Sleep	25	0	White	White	White
219	Elegant Fragrance Lv. 6	260	Sleep	27	0	White	White	Purple
220	Plegis Needle Lv. 1	70	Para	15	0	Green	Green	Green
221	Plegis Needle Lv. 2	100	Para	17	0	Green	Green	Green
222	Plegis Needle Lv. 3	130	Para	20	0	Green	Green	Green
223	Mighty Plegis Lv. 4	150	Para	22	0	Green	Blue	Blue
224	Mighty Plegis Lv. 5	200	Para	27	0	Green	Blue	Blue
225	Mycetic Stupor Lv. 6	290	Para	32	0	Green	Blue	White
226	Fondue Lance Lv. 1	80	Fire	5	0	Green	Blue	Blue
227	Fondue Lance Lv. 2	100	Fire	6	0	Blue	Blue	White
228	Fondue Lance Lv. 3	120	Fire	7	0	White	White	White
229	Gruyere Lance Lv. 4	140	Fire	8	0	White	White	White
230	Gruyere Lance Lv. 5	200	Fire	10	0	Purple	Purple	Purple
231	Gruyere Lance Lv. 6	230	Fire	11	0	Purple	Purple	Purple
232	Raclette Lance Lv. 7	280	Fire	12	0	Purple	Purple	Purple
233	Blimp Lance Lv. 1	100	Blast	10	0	Green	Green	Green
234	Blimp Lance Lv. 2	120	Blast	12	0	Green	Blue	Blue
235	Blimp Lance Lv. 3	160	Blast	13	0	Green	Blue	Blue
236	Aeroprio Lv. 4	200	Blast	15	0	Green	Blue	White
237	Aeroprio Lv. 5	260	Blast	17	0	Blue	White	White
238	Zeppelin Lance Lv. 6	320	Blast	18	0	Blue	White	White
239	Obsidian Lance Lv. 1	140	(No Element)	0	0	Green	Blue	Blue
240	Obsidian Lance Lv. 2	150	(No Element)	0	0	Blue	Blue	White
241	Obsidian Lance Lv. 3	160	(No Element)	0	0	Blue	Blue	White
242	Obsidian Lance Lv. 4	180	(No Element)	0	0	Blue	Blue	White
243	Obsidian Lance Lv. 5	200	(No Element)	0	0	Blue	White	White
244	Obsidian Partisan Lv. 6	220	(No Element)	0	0	Blue	White	White
245	Obsidian Partisan Lv. 7	280	(No Element)	0	0	White	White	White
246	Ethereal Partisan Lv. 8	330	(No Element)	0	0	White	Purple	Purple
247	Paladin Lance Lv. 1	100	(No Element)	0	0	Green	Green	Green
248	Paladin Lance Lv. 2	130	(No Element)	0	0	Green	Green	Green
249	Paladin Lance Lv. 3	140	(No Element)	0	0	Green	Blue	Blue
250	Paladin Lance Lv. 4	160	(No Element)	0	0	Blue	Blue	White
251	Rampart Lv. 5	200	(No Element)	0	0	Blue	Blue	White
252	Rampart Lv. 6	240	(No Element)	0	0	White	Purple	Purple
253	Watchtower Lv. 7	320	(No Element)	0	0	White	Purple	Purple
254	Barbarian Tusk Lv. 1	150	(No Element)	0	0	Yellow	Yellow	Yellow
255	Barbarian Tusk Lv. 2	160	(No Element)	0	0	Yellow	Yellow	Yellow
256	Barbarian Tusk Lv. 3	200	(No Element)	0	0	Yellow	Green	Green
257	Barbarian Tusk Lv. 4	220	(No Element)	0	0	Yellow	Green	Green
258	Barbarian Fang Lv. 5	250	(No Element)	0	0	Yellow	Green	Blue
259	Barbarian Fang Lv. 6	270	(No Element)	0	0	Green	Green	Blue
260	Barbarian Fang Lv. 7	300	(No Element)	0	0	Green	Blue	Blue
261	Barbarian Spear Lv. 8	360	(No Element)	0	0	Green	Blue	White
262	Steel Knight's Pike Lv. 1	120	(No Element)	0	0	Green	Green	Green
263	Steel Knight's Pike Lv. 2	140	(No Element)	0	0	Green	Green	Green
264	Steel Knight's Pike Lv. 3	150	(No Element)	0	0	Green	Blue	Blue
265	Steel Knight's Pike Lv. 4	170	(No Element)	0	0	Blue	Blue	White
266	Grayburg Javelin Lv. 5	210	(No Element)	0	0	Blue	Blue	White
267	Grayburg Javelin Lv. 6	240	(No Element)	0	0	White	White	White
268	Steel Grayburg Lv. 7	310	(No Element)	0	0	White	White	Purple
269	Incessant Raven Lv. 1	130	Poison	8	0	Green	Green	Green
270	Incessant Raven Lv. 2	140	Poison	10	0	Green	Green	Green
271	Incessant Raven Lv. 3	150	Poison	11	0	Green	Blue	Blue
272	Incessant Raven Lv. 4	170	Poison	12	0	Blue	Blue	Blue
273	Incessant Wolf Lv. 5	210	Poison	14	0	Blue	White	White
274	Incessant Wolf Lv. 6	300	Poison	16	0	Blue	White	White
275	Incessant Crow Lv. 7	340	Poison	18	0	Blue	White	White
276	Red Tail Lv. 1	120	Fire	10	0	Green	Green	Green
277	Red Tail Lv. 2	140	Fire	14	0	Green	Green	Green
278	Red Tail Lv. 3	150	Fire	16	0	Blue	Blue	Blue
279	Red Tail Lv. 4	180	Fire	18	0	Blue	Blue	Blue
280	Spear of Prominence Lv. 5	220	Fire	20	0	Blue	White	White
281	Spear of Prominence Lv. 6	290	Fire	22	0	White	White	White
282	Spear of Prominence Lv. 7	320	Fire	24	0	White	White	White
283	Red Prominence Lv. 8	340	Fire	25	0	White	Purple	Purple
284	Acrus Lance Lv. 1	130	Thunder	15	0	Green	Green	Green
285	Acrus Lance Lv. 2	140	Thunder	18	0	Green	Green	Blue
286	Acrus Lance Lv. 3	150	Thunder	22	0	Green	Green	Blue
287	Acrus Lance Lv. 4	170	Thunder	24	0	Blue	Blue	White
288	High Acrus Lance Lv. 5	200	Thunder	25	0	Blue	White	White
289	High Acrus Lance Lv. 6	270	Thunder	27	0	White	White	White
290	Exacrus Lance Lv. 7	310	Thunder	30	0	White	White	Purple
291	Usurper's Coming Lv. 1	140	Thunder	15	0	Green	Green	Green
292	Usurper's Coming Lv. 2	170	Thunder	17	0	Green	Blue	Blue
293	Usurper's Coming Lv. 3	190	Thunder	20	0	Blue	Blue	White
294	Despot's Cacophony Lv. 4	210	Thunder	22	0	Blue	White	White
295	Despot's Cacophony Lv. 5	270	Thunder	32	0	White	White	White
296	Despot's Cacophony Lv. 6	280	Thunder	34	0	White	White	Purple
297	Oppressor's Genesis Lv. 7	320	Thunder	35	0	White	Purple	Purple
298	Hana mo Hana Nare Lv. 1	130	Water	12	0	Green	Green	Green
299	Hana mo Hana Nare Lv. 2	140	Water	16	0	Green	Green	Green
300	Hana mo Hana Nare Lv. 3	150	Water	20	10	Green	Blue	Blue
301	Hana mo Hana Nare Lv. 4	170	Water	22	10	Blue	White	White
302	Hana mo Hana Nare Lv. 5	190	Water	24	10	Blue	White	White
303	Kimi ga Kiru Lv. 6	200	Water	26	10	Blue	White	White
304	Kimi ga Kiru Lv. 7	270	Water	28	10	White	White	White
305	Kimi ga Kiru Lv. 8	290	Water	30	10	White	White	Purple
306	Kimi ga Kiru Kasa Lv. 9	310	Water	32	10	White	Purple	Purple
307	Verdant Tail Lv. 1	120	Thunder	12	15	Green	Green	Green
308	Verdant Tail Lv. 2	130	Thunder	16	15	Green	Green	Blue
309	Verdant Tail Lv. 3	150	Thunder	20	20	Blue	Blue	White
310	Verdant Tail Lv. 4	160	Thunder	22	20	Blue	White	White
311	Verdant Tail Lv. 5	170	Thunder	24	20	White	White	White
312	Lightning Spear Lv. 6	180	Thunder	26	20	White	White	White
313	Lightning Spear Lv. 7	250	Thunder	28	20	White	White	White
314	Lightning Spear Lv. 8	270	Thunder	30	20	Purple	Purple	Purple
315	Verdant Lightning Lv. 9	290	Thunder	32	20	Purple	Purple	Purple
316	Giant's Jouster Lv. 1	140	Ice	12	-20	Green	Green	Green
317	Giant's Jouster Lv. 2	150	Ice	16	-20	Green	Green	Blue
318	Giant's Jouster Lv. 3	170	Ice	18	-20	Green	Blue	Blue
319	Giant's Jouster Lv. 4	190	Ice	20	-20	Blue	Blue	Blue
320	Giant's Jouster Lv. 5	210	Ice	22	-20	Blue	Blue	Blue
321	Colossus's Jouster Lv. 6	230	Ice	24	-20	Blue	Blue	White
322	Colossus's Jouster Lv. 7	300	Ice	25	-20	White	White	White
323	Colossus's Jouster Lv. 8	320	Ice	26	-20	White	White	Purple
324	Behemoth's Jouster Lv. 9	340	Ice	27	-20	White	White	Purple
325	Svarog Blazer Lv. 1	130	Fire	12	0	Green	Green	Green
326	Svarog Blazer Lv. 2	140	Fire	16	0	Green	Green	Green
327	Svarog Blazer Lv. 3	160	Fire	18	0	Green	Green	Blue
328	Svarog Blazer Lv. 4	180	Fire	20	0	Blue	Blue	Blue
329	Svarog Blazer Lv. 5	200	Fire	22	0	Blue	Blue	White
330	Glavenus Granat Lv. 6	210	Fire	24	0	Blue	White	White
331	Glavenus Granat Lv. 7	280	Fire	26	0	White	White	White
332	Glavenus Granat Lv. 8	300	Fire	27	0	White	White	White
333	Glavenus Grandnova Lv. 9	320	Fire	28	0	White	Purple	Purple
334	Eiferschild Lv. 1	120	Dragon	20	15	Green	Green	Green
335	Eiferschild Lv. 2	130	Dragon	22	15	Green	Blue	Blue
336	Eiferschild Lv. 3	150	Dragon	26	20	Blue	Blue	Blue
337	Eiferschild Lv. 4	170	Dragon	28	20	Blue	Blue	White
338	Fieberschild Lv. 5	190	Dragon	30	20	Blue	White	White
339	Fieberschild Lv. 6	290	Dragon	32	20	Blue	White	White
340	Zornesschild Lv. 7	320	Dragon	34	20	Blue	Purple	Purple
341	Harbah Lance Lv. 1	140	(No Element)	0	5	Blue	Blue	Blue
342	Harbah Lance Lv. 2	150	(No Element)	0	5	Blue	Blue	Blue
343	Harbah Lance Lv. 3	160	(No Element)	0	5	Blue	White	White
344	Harbah Lance Lv. 4	190	(No Element)	0	5	White	White	White
345	Turbulent Lance Lv. 5	200	(No Element)	0	5	White	White	White
346	Turbulent Lance Lv. 6	250	(No Element)	0	5	White	White	Purple
347	Rebellion Lance Lv. 7	310	(No Element)	0	5	White	Purple	Purple
348	Tiger Stinger Lv. 1	140	(No Element)	0	-25	Blue	Blue	Blue
349	Tiger Stinger Lv. 2	150	(No Element)	0	-25	Blue	Blue	Blue
350	Tiger Stinger Lv. 3	200	(No Element)	0	-20	Blue	Blue	White
351	Tigrex Lance Lv. 4	220	(No Element)	0	-15	White	White	White
352	Tigrex Lance Lv. 5	280	(No Element)	0	-15	White	White	White
353	Tigrex Lance Lv. 6	320	(No Element)	0	-15	White	White	White
354	Great Tigrex Lance Lv. 7	340	(No Element)	0	-15	Purple	Purple	Purple
355	Thunderspear Lv. 1	120	Thunder	30	0	Green	Green	Green
356	Thunderspear Lv. 2	130	Thunder	35	0	Green	Green	Green
357	Thunderspear Lv. 3	150	Thunder	40	0	Blue	Blue	Blue
358	Thunderspear Lv. 4	160	Thunder	45	0	Blue	Blue	White
359	Thunderlance Lv. 5	170	Thunder	50	0	Blue	White	White
360	Thunderlance Lv. 6	220	Thunder	55	0	White	White	White
361	Thunderlance Lv. 7	250	Thunder	60	0	White	White	White
362	Naar Thunderlance Lv. 8	270	Thunder	66	0	White	Purple	Purple
363	Dios Stinger Lv. 1	130	Blast	15	0	Green	Green	Green
364	Dios Stinger Lv. 2	150	Blast	16	0	Green	Green	Blue
365	Dios Stinger Lv. 3	170	Blast	17	0	Green	Green	Blue
366	Dios Stinger Lv. 4	200	Blast	18	0	Blue	Blue	Blue
367	Bombastic Stinger Lv. 5	210	Blast	20	0	Blue	Blue	White
368	Bombastic Stinger Lv. 6	300	Blast	21	0	Blue	White	White
369	La Bomba Stinger Lv. 7	340	Blast	22	0	Blue	White	Purple
370	L'Egide Lv. 1	120	Dragon	34	20	Blue	Blue	White
371	L'Egide Lv. 2	130	Dragon	35	25	Blue	Blue	White
372	L'Egide Lv. 3	140	Dragon	36	30	White	White	White
373	L'Egide Lv. 4	150	Dragon	37	30	White	White	White
374	Le Sage Lv. 5	160	Dragon	38	35	White	White	White
