ID	name	raw	element	eleValue	affinity	sharpness	sharpOne	sharpTwo
74	Blango Obliterator Lv. 7	240	Ice	32	0	Green	Blue	Blue
75	Blangocalypse Lv. 8	320	Ice	33	0	Blue	White	White
76	Arzuros Naginata Lv. 1	90	(No Element)	0	0	Yellow	Green	Green
77	Arzuros Naginata Lv. 2	120	(No Element)	0	0	Green	Green	Green
78	Arzuros Naginata Lv. 3	140	(No Element)	0	0	Green	Green	Green
79	Arzuros Naginata Lv. 4	160	(No Element)	0	0	Green	Blue	Blue
80	Arzuros Naginata Lv. 5	180	(No Element)	0	0	Blue	Blue	Blue
81	Arzuros Strikequill Lv. 6	230	(No Element)	0	0	Blue	White	White
82	Arzuros Strikequill Lv. 7	260	(No Element)	0	0	Blue	White	White
83	Arzuros Telltail Lv. 8	350	(No Element)	0	0	White	White	Purple
84	Yukumo Long Sword Lv. 1	70	(No Element)	0	0	Green	Green	Green
85	Yukumo Long Sword Lv. 2	90	(No Element)	0	0	Green	Green	Green
86	Yukumo Long Sword Lv. 3	120	(No Element)	0	0	Green	Green	Green
87	Yukumo Long Sword Lv. 4	140	(No Element)	0	0	Green	Green	Green
88	Yukumo War Sword Lv. 5	180	(No Element)	0	0	Green	Blue	Blue
89	Yukumo War Sword Lv. 6	260	(No Element)	0	0	Green	Blue	Blue
90	Yukumo War Sword Lv. 7	320	(No Element)	0	0	Green	Blue	Blue
91	Hot Spring War Sword Lv. 8	350	(No Element)	0	0	Green	Blue	White
92	Bone Katana 'Wolf' Lv. 1	90	(No Element)	0	0	Yellow	Yellow	Yellow
93	Bone Katana 'Wolf' Lv. 2	100	(No Element)	0	0	Green	Green	Green
94	Bone Katana 'Wolf' Lv. 3	110	(No Element)	0	0	Green	Green	Green
95	Bone Katana 'Wolf' Lv. 4	120	(No Element)	0	0	Green	Green	Green
96	Bone Katana 'Wolf' Lv. 5	140	(No Element)	0	0	Green	Green	Green
97	Bone Katana 'Wolf' Lv. 6	170	(No Element)	0	0	Green	Green	Green
98	Bone Katana 'Dragon' Lv. 7	230	(No Element)	0	0	Green	Blue	Blue
99	Bone Katana 'Dragon' Lv. 8	290	(No Element)	0	0	Green	Blue	Blue
100	Bone Katana 'Peerless' Lv. 9	350	(No Element)	0	0	Green	Blue	Blue
101	Eager Cleaver Lv. 1	80	Thunder	25	0	Green	Green	Green
102	Eager Cleaver Lv. 2	90	Thunder	30	0	Green	Green	Green
103	Eager Cleaver Lv. 3	120	Thunder	35	0	Green	Green	Blue
104	Eager Cleaver Lv. 4	130	Thunder	40	0	Green	Green	Blue
105	Eager Cleaver Lv. 5	150	Thunder	45	0	Green	Blue	Blue
106	Devil Slicer Lv. 6	190	Thunder	50	0	Green	Blue	Blue
107	Devil Slicer Lv. 7	220	Thunder	52	0	Blue	White	White
108	Devil Slicer Lv. 8	250	Thunder	54	0	Blue	White	White
109	True Devil Slicer Lv. 9	300	Thunder	56	0	Blue	White	Purple
110	Rimeblossom Lv. 1	90	Ice	15	0	Green	Green	Green
111	Rimeblossom Lv. 2	130	Ice	18	0	Green	Green	Green
112	Rimeblossom Lv. 3	140	Ice	22	0	Green	Green	Green
113	Rimeblossom Lv. 4	160	Ice	28	0	Blue	Blue	Blue
114	Rime & Treason Lv. 5	210	Ice	32	0	Blue	Blue	White
115	Rime & Treason Lv. 6	240	Ice	34	0	Blue	White	White
116	Frostveldt Lv. 7	330	Ice	36	0	White	White	Purple
117	Scythe of Menace Lv. 1	110	Poison	20	-10	Green	Green	Green
118	Scythe of Menace Lv. 2	130	Poison	22	-10	Green	Green	Green
119	Scythe of Menace Lv. 3	150	Poison	24	-10	Green	Green	Blue
120	Big Menacing Scythe Lv. 4	210	Poison	25	-10	Blue	Blue	White
121	Big Menacing Scythe Lv. 5	280	Poison	27	-10	White	Purple	Purple
122	Malicemonger Lv. 6	330	Poison	28	-10	White	Purple	Purple
123	Black Katana Mk.I Lv. 1	70	(No Element)	0	0	Green	Green	Blue
124	Black Katana Mk.I Lv. 2	90	(No Element)	0	0	Green	Blue	Blue
125	Black Katana Mk.I Lv. 3	100	(No Element)	0	5	Blue	Blue	White
126	Black Katana Mk.I Lv. 4	130	(No Element)	0	5	White	White	White
127	Black Katana Mk.I Lv. 5	160	(No Element)	0	5	White	White	White
128	Black Katana Mk.II Lv. 6	190	(No Element)	0	5	White	White	White
129	Black Katana Mk.II Lv. 7	220	(No Element)	0	10	Purple	Purple	Purple
130	Black Katana Mk.II Lv. 8	260	(No Element)	0	15	Purple	Purple	Purple
131	Black Katana Mk.III Lv. 9	280	(No Element)	0	15	Purple	Purple	Purple
132	Ivory Rabbit Lv. 1	110	Ice	20	-10	Green	Green	Green
133	Ivory Rabbit Lv. 2	120	Ice	22	-10	Green	Green	Green
134	Ivory Rabbit Lv. 3	130	Ice	24	-10	Green	Green	Blue
135	Ivory Rabbit Lv. 4	150	Ice	26	-10	Blue	Blue	Blue
136	Ivory Rabbit Lv. 5	170	Ice	28	-10	Blue	Blue	Blue
137	Iced Rabbit Lv. 6	220	Ice	32	-10	Blue	Blue	White
138	Iced Rabbit Lv. 7	250	Ice	34	-10	Blue	Blue	White
139	Iced Rabbit Lv. 8	310	Ice	36	-10	White	White	White
140	Inaba's Thorns Lv. 9	340	Ice	38	-10	White	Purple	Purple
141	Aikuchi Lv. 1	120	(No Element)	0	-10	Green	Green	Green
142	Aikuchi Lv. 2	130	(No Element)	0	-10	Green	Green	Green
143	Aikuchi Lv. 3	160	(No Element)	0	-10	Green	Green	Green
144	Aikuchi Lv. 4	170	(No Element)	0	-10	Green	Green	Green
145	Aikuchi Lv. 5	200	(No Element)	0	-10	Green	Green	Green
146	Unbranded Aikuchi Lv. 6	240	(No Element)	0	-10	Green	Blue	Blue
147	Unbranded Aikuchi Lv. 7	260	(No Element)	0	-10	Blue	White	White
148	Lieutenant's Aikuchi Lv. 8	350	(No Element)	0	-10	Blue	White	Purple
149	Crab Cutter Lv. 1	100	(No Element)	0	0	Yellow	Yellow	Yellow
150	Crab Cutter Lv. 2	110	(No Element)	0	0	Yellow	Yellow	Green
151	Crab Cutter Lv. 3	140	(No Element)	0	0	Green	Blue	Blue
152	Crab Cutter Lv. 4	150	(No Element)	0	0	Blue	White	White
153	Daimyo Cutter Lv. 5	200	(No Element)	0	0	Blue	White	White
154	Daimyo Cutter Lv. 6	230	(No Element)	0	0	Blue	White	White
155	Daimyo Cutter Lv. 7	260	(No Element)	0	0	White	White	White
156	Gigant Cutter Lv. 8	320	(No Element)	0	0	White	White	Purple
157	Drowning Shaft Lv. 1	80	Water	14	0	Green	Green	Green
158	Drowning Shaft Lv. 2	110	Water	16	0	Green	Green	Blue
159	Drowning Shaft Lv. 3	140	Water	18	0	Blue	Blue	Blue
160	Drowning Shaft Lv. 4	180	Water	20	0	Blue	Blue	Blue
161	Douser Bardiche Lv. 5	200	Water	22	0	Blue	Blue	White
162	Douser Bardiche Lv. 6	230	Water	24	0	Blue	White	White
163	Douser Bardiche Lv. 7	260	Water	25	0	White	White	White
164	Wasserfallis Lv. 8	320	Water	26	0	White	Purple	Purple
165	Blango Decimator Lv. 1	80	Ice	30	10	Green	Green	Green
166	Blango Decimator Lv. 2	110	Ice	31	10	Green	Green	Green
167	Blango Decimator Lv. 3	130	Ice	32	10	Green	Blue	Blue
168	Blango Decimator Lv. 4	170	Ice	35	10	Blue	Blue	White
169	Blango Destructor Lv. 5	190	Ice	38	10	Blue	White	White
170	Blango Destructor Lv. 6	250	Ice	40	10	White	White	White
171	Blango Gorefest Lv. 7	310	Ice	42	15	White	Purple	Purple
172	Shogun Cutter Lv. 1	110	(No Element)	0	0	Green	Green	Green
173	Shogun Cutter Lv. 2	140	(No Element)	0	0	Green	Blue	Blue
174	Shogun Cutter Lv. 3	170	(No Element)	0	0	Blue	Blue	White
175	Shogun Cutter Lv. 4	190	(No Element)	0	0	Blue	Blue	White
176	Killer's Sickle Lv. 5	210	(No Element)	0	0	Blue	White	White
177	Killer's Sickle Lv. 6	270	(No Element)	0	0	White	White	Purple
178	Ceanataur Sickle Lv. 7	340	(No Element)	0	0	White	White	Purple
179	Coiled Nail Lv. 1	80	Para	10	0	Green	Green	Green
180	Coiled Nail Lv. 2	90	Para	12	0	Green	Blue	Blue
181	Coiled Nail Lv. 3	110	Para	13	0	Green	Blue	Blue
182	Coiled Nail Lv. 4	140	Para	14	0	Green	Blue	Blue
183	Coiled Pulse Nail Lv. 5	170	Para	15	0	Green	Blue	Blue
184	Coiled Pulse Nail Lv. 6	230	Para	16	0	Blue	Blue	White
185	Coiled Rache Nail Lv. 7	300	Para	17	0	Blue	White	White
186	Hidden Saber Lv. 1	100	(No Element)	0	40	Green	Blue	Blue
187	Hidden Saber Lv. 2	120	(No Element)	0	40	Blue	Blue	White
188	Hidden Saber Lv. 3	140	(No Element)	0	40	Blue	Blue	White
189	Hidden Saber Lv. 4	160	(No Element)	0	40	White	White	White
190	Deepest Night Lv. 5	180	(No Element)	0	40	White	White	White
191	Deepest Night Lv. 6	230	(No Element)	0	40	White	White	White
192	Deepest Night Lv. 7	260	(No Element)	0	45	Purple	Purple	Purple
193	Avidya Saber Lv. 8	290	(No Element)	0	45	Purple	Purple	Purple
194	Windeater Lv. 1	90	Fire	8	0	Green	Green	Green
195	Windeater Lv. 2	100	Fire	10	0	Green	Green	Green
196	Windeater Lv. 3	130	Fire	16	10	Green	Blue	Blue
197	Windeater Lv. 4	150	Fire	17	10	Blue	Blue	White
198	Zephyr Lv. 5	190	Fire	18	15	Blue	Blue	White
199	Zephyr Lv. 6	220	Fire	20	15	White	White	White
200	Zephyr Zero Lv. 7	300	Fire	22	15	White	White	White
201	Great Hornfly Saber Lv. 1	80	Blast	8	0	Green	Green	Blue
202	Great Hornfly Saber Lv. 2	100	Blast	10	0	Blue	Blue	Blue
203	Great Hornfly Saber Lv. 3	130	Blast	12	0	Blue	Blue	White
204	Master Hornfly Saber Lv. 4	150	Blast	15	0	Blue	White	White
205	Master Hornfly Saber Lv. 5	230	Blast	16	0	White	Purple	Purple
206	King Hornfly Saber Lv. 6	280	Blast	18	0	White	Purple	Purple
207	Cheese Knife Lv. 1	100	(No Element)	0	0	Green	Green	Green
208	Cheese Knife Lv. 2	110	(No Element)	0	0	Green	Blue	Blue
209	Cheese Knife Lv. 3	130	(No Element)	0	0	Blue	Blue	White
210	Cheese Knife Lv. 4	140	(No Element)	0	0	White	White	White
211	Omega Knife Lv. 5	150	(No Element)	0	0	White	White	White
212	Omega Knife Lv. 6	220	(No Element)	0	0	Purple	Purple	Purple
213	Mature Omega Knife Lv. 7	290	(No Element)	0	0	Purple	Purple	Purple
214	Moofah Staff Lv. 1	80	(No Element)	0	30	Green	Green	Green
215	Moofah Staff Lv. 2	110	(No Element)	0	30	Green	Green	Green
216	Moofah Staff Lv. 3	130	(No Element)	0	35	Green	Green	Blue
217	Moofah Blade Lv. 4	160	(No Element)	0	40	Blue	Blue	White
218	Moofah Blade Lv. 5	220	(No Element)	0	40	Blue	Blue	White
219	Moofah Dreamdasher Lv. 6	290	(No Element)	0	40	White	Purple	Purple
220	Obsidian Saber Lv. 1	140	(No Element)	0	0	Green	Blue	Blue
221	Obsidian Saber Lv. 2	150	(No Element)	0	0	Blue	Blue	White
222	Obsidian Saber Lv. 3	160	(No Element)	0	0	Blue	Blue	White
223	Obsidian Saber Lv. 4	180	(No Element)	0	0	Blue	Blue	White
224	Obsidian Saber Lv. 5	200	(No Element)	0	0	Blue	White	White
225	Lustrous Kalimia Lv. 6	220	(No Element)	0	0	Blue	White	White
226	Lustrous Kalimia Lv. 7	280	(No Element)	0	0	White	White	White
227	Ethereal Kalimia Lv. 8	330	(No Element)	0	0	White	Purple	Purple
228	Guardian Sword Lv. 1	90	(No Element)	0	0	Green	Green	Green
229	Guardian Sword Lv. 2	110	(No Element)	0	5	Green	Green	Green
230	Guardian Sword Lv. 3	140	(No Element)	0	10	Green	Green	Blue
231	Guardian Sword Lv. 4	160	(No Element)	0	10	Green	Blue	Blue
232	Imperial Sword Lv. 5	210	(No Element)	0	10	Green	Blue	White
233	Imperial Sword Lv. 6	240	(No Element)	0	10	Blue	White	White
234	Adamantine Lodestar Lv. 7	330	(No Element)	0	15	Blue	White	Purple
235	Daito Crow Lv. 1	120	Poison	10	10	Green	Green	Green
236	Daito Crow Lv. 2	130	Poison	11	10	Green	Green	Green
237	Daito Crow Lv. 3	150	Poison	12	10	Green	Green	Green
238	Daito Crow Lv. 4	170	Poison	13	10	Blue	Blue	Blue
239	Daito Wolf Lv. 5	200	Poison	14	10	Blue	White	White
240	Daito Wolf Lv. 6	290	Poison	15	10	White	White	White
241	Daito Sin Lv. 7	320	Poison	16	10	White	Purple	Purple
242	Diapason Lv. 1	120	(No Element)	0	0	Green	Green	Green
243	Diapason Lv. 2	130	(No Element)	0	0	Green	Green	Green
244	Diapason Lv. 3	150	(No Element)	0	0	Green	Green	Green
245	Diapason Lv. 4	180	(No Element)	0	0	Green	Green	Blue
246	Crimsonfork Lv. 5	240	(No Element)	0	0	Green	Blue	Blue
247	Crimsonfork Lv. 6	330	(No Element)	0	0	Green	Blue	Blue
248	Crimsonfork Lv. 7	340	(No Element)	0	0	Green	Blue	Blue
249	Crimsonfork Zenith Lv. 8	360	(No Element)	0	0	Green	Blue	White
250	Wyvern Blade 'Verde' Lv. 1	100	Poison	25	0	Green	Green	Green
251	Wyvern Blade 'Verde' Lv. 2	110	Poison	28	0	Green	Green	Green
252	Wyvern Blade 'Verde' Lv. 3	150	Poison	32	0	Blue	Blue	Blue
253	Wyvern Blade 'Verde' Lv. 4	170	Poison	36	0	Blue	Blue	White
254	Wyvern Blade 'Holly' Lv. 5	180	Poison	40	0	Blue	White	White
255	Wyvern Blade 'Holly' Lv. 6	230	Poison	42	0	White	White	White
256	Wyvern Blade 'Holly' Lv. 7	260	Poison	44	0	White	White	White
257	Wyvern Blade 'Jade' Lv. 8	290	Poison	48	0	White	Purple	Purple
258	Wyvern Blade 'Blood' Lv. 1	120	Fire	22	0	Green	Green	Green
259	Wyvern Blade 'Blood' Lv. 2	140	Fire	24	0	Green	Green	Green
260	Wyvern Blade 'Blood' Lv. 3	160	Fire	26	0	Green	Green	Blue
261	Wyvern Blade 'Blood' Lv. 4	190	Fire	28	0	Green	Blue	Blue
262	Wyvern Blade 'Maple' Lv. 5	220	Fire	30	0	Green	Blue	Blue
263	Wyvern Blade 'Maple' Lv. 6	310	Fire	32	0	Blue	White	White
264	Wyvern Blade 'Garnet' Lv. 7	340	Fire	34	0	Blue	White	White
265	Rusty Claymore Lv. 1	120	(No Element)	0	10	Green	Green	Green
266	Rusty Claymore Lv. 2	150	(No Element)	0	10	Green	Green	Blue
267	Rusty Claymore Lv. 3	170	(No Element)	0	10	Blue	Blue	Blue
268	Gaelic Flame Lv. 4	200	(No Element)	0	10	Blue	Blue	White
269	Gaelic Flame Lv. 5	270	(No Element)	0	10	White	White	White
270	Gaelic Flame Lv. 6	300	(No Element)	0	10	White	White	White
271	Last Gaelic Flame Lv. 7	320	(No Element)	0	15	White	White	Purple
272	Thunderclap Lv. 1	120	Thunder	10	10	Green	Green	Green
273	Thunderclap Lv. 2	130	Thunder	11	10	Green	Green	Blue
274	Thunderclap Lv. 3	150	Thunder	12	10	Blue	Blue	Blue
275	Thunderclap Lv. 4	160	Thunder	13	10	White	White	White
276	Heaven's Thunder Lv. 5	180	Thunder	14	10	White	White	White
277	Heaven's Thunder Lv. 6	260	Thunder	15	10	Purple	Purple	Purple
278	Heaven's Thunder Lv. 7	280	Thunder	16	10	Purple	Purple	Purple
279	Heaven's Thunder Kai Lv. 8	300	Thunder	17	10	Purple	Purple	Purple
280	Usurper's Boltslicer Lv. 1	120	Thunder	20	0	Green	Green	Green
281	Usurper's Boltslicer Lv. 2	130	Thunder	28	0	Green	Blue	Blue
282	Usurper's Boltslicer Lv. 3	160	Thunder	30	0	Blue	Blue	Blue
283	Despot's Boltbreaker Lv. 4	200	Thunder	34	0	Blue	White	White
284	Despot's Boltbreaker Lv. 5	280	Thunder	35	0	White	White	White
285	Oppressor's Law Lv. 6	320	Thunder	36	0	White	Purple	Purple
286	Kakaru Kumo Naki Lv. 1	130	Water	15	0	Green	Green	Green
287	Kakaru Kumo Naki Lv. 2	140	Water	18	0	Green	Green	Green
288	Kakaru Kumo Naki Lv. 3	150	Water	22	10	Green	Blue	Blue
289	Kakaru Kumo Naki Lv. 4	170	Water	24	10	Blue	White	White
290	Kakaru Kumo Naki Lv. 5	190	Water	26	10	Blue	White	White
291	Tamonowo Lv. 6	200	Water	28	10	Blue	White	White
292	Tamonowo Lv. 7	270	Water	30	10	White	White	White
293	Tamonowo Lv. 8	290	Water	32	10	White	White	Purple
294	Tamonowo Zekkarei Lv. 9	310	Water	35	10	White	Purple	Purple
295	Wyvern Blade 'Beryl' Lv. 1	120	Thunder	15	15	Green	Green	Green
296	Wyvern Blade 'Beryl' Lv. 2	130	Thunder	18	15	Green	Green	Blue
297	Wyvern Blade 'Beryl' Lv. 3	150	Thunder	22	20	Blue	Blue	White
298	Wyvern Blade 'Beryl' Lv. 4	160	Thunder	24	20	Blue	White	White
299	Wyvern Blade 'Beryl' Lv. 5	170	Thunder	26	20	White	White	White
300	Wyvern Blade 'Emerald' Lv. 6	180	Thunder	28	20	White	White	White
301	Wyvern Blade 'Emerald' Lv. 7	250	Thunder	30	20	White	White	White
302	Wyvern Blade 'Emerald' Lv. 8	270	Thunder	32	20	Purple	Purple	Purple
303	Wyvern Blade 'Alexa' Lv. 9	290	Thunder	35	20	Purple	Purple	Purple
304	Giant's Tower Lv. 1	140	Ice	15	-20	Green	Green	Green
305	Giant's Tower Lv. 2	150	Ice	18	-20	Green	Green	Blue
306	Giant's Tower Lv. 3	170	Ice	20	-20	Green	Blue	Blue
307	Giant's Tower Lv. 4	190	Ice	22	-20	Blue	Blue	Blue
308	Giant's Tower Lv. 5	210	Ice	24	-20	Blue	Blue	Blue
309	Colossus's Tower Lv. 6	230	Ice	26	-20	Blue	Blue	White
310	Colossus's Tower Lv. 7	300	Ice	27	-20	White	White	White
311	Colossus's Tower Lv. 8	320	Ice	28	-20	White	White	Purple
312	Behemoth's Tower Lv. 9	340	Ice	30	-20	White	White	Purple
313	Billowing Luger Lv. 1	130	Fire	15	0	Green	Green	Green
314	Billowing Luger Lv. 2	140	Fire	18	0	Green	Green	Green
315	Billowing Luger Lv. 3	160	Fire	20	0	Green	Green	Blue
316	Billowing Luger Lv. 4	180	Fire	22	0	Blue	Blue	Blue
317	Billowing Luger Lv. 5	200	Fire	24	0	Blue	Blue	White
318	Glavenus Hellraiser Lv. 6	210	Fire	26	0	Blue	White	White
319	Glavenus Hellraiser Lv. 7	280	Fire	28	0	White	White	White
320	Glavenus Hellraiser Lv. 8	300	Fire	30	0	White	White	White
321	Glavenus Hellnova Lv. 9	320	Fire	33	0	White	Purple	Purple
322	Stahlfakt Lv. 1	120	Dragon	7	15	Green	Green	Green
323	Stahlfakt Lv. 2	130	Dragon	8	15	Green	Blue	Blue
324	Stahlfakt Lv. 3	150	Dragon	10	20	Blue	Blue	Blue
325	Stahlfakt Lv. 4	170	Dragon	11	20	Blue	Blue	White
326	Stahlrecht Lv. 5	190	Dragon	12	20	Blue	White	White
327	Stahlrecht Lv. 6	290	Dragon	13	20	Blue	White	White
328	Stahlurteil Lv. 7	320	Dragon	15	20	Blue	Purple	Purple
329	Khanga Edge Lv. 1	140	(No Element)	0	10	Blue	Blue	Blue
330	Khanga Edge Lv. 2	150	(No Element)	0	10	Blue	Blue	Blue
331	Khanga Edge Lv. 3	160	(No Element)	0	10	Blue	White	White
332	Khanga Edge Lv. 4	180	(No Element)	0	10	White	White	White
333	Khanga Brink Lv. 5	190	(No Element)	0	10	White	White	White
334	Khanga Brink Lv. 6	270	(No Element)	0	10	White	White	Purple
335	Khanga Rebellion Lv. 7	310	(No Element)	0	10	White	Purple	Purple
336	Tigrine Edge Lv. 1	140	(No Element)	0	-20	Blue	Blue	Blue
337	Tigrine Edge Lv. 2	170	(No Element)	0	-20	Blue	Blue	Blue
338	Tigrine Edge Lv. 3	200	(No Element)	0	-20	Blue	Blue	White
339	Tigrine Need Lv. 4	220	(No Element)	0	-15	White	White	White
340	Tigrine Need Lv. 5	280	(No Element)	0	-15	White	White	White
341	Tigrine Need Lv. 6	320	(No Element)	0	-15	White	White	White
342	Desperate Roar Lv. 7	340	(No Element)	0	-15	Purple	Purple	Purple
343	Dios Katana Lv. 1	130	Blast	15	0	Green	Green	Green
344	Dios Katana Lv. 2	140	Blast	16	0	Green	Green	Blue
345	Dios Katana Lv. 3	160	Blast	17	0	Green	Green	Blue
346	Dios Katana Lv. 4	180	Blast	18	0	Green	Blue	Blue
347	Grenade Blade Lv. 5	210	Blast	19	0	Green	Blue	Blue
348	Grenade Blade Lv. 6	300	Blast	20	0	Blue	White	White
349	D'estruc Lv. 7	340	Blast	21	0	Blue	White	Purple
350	La Justiciere Lv. 1	120	Dragon	12	30	Blue	Blue	White
351	La Justiciere Lv. 2	130	Dragon	14	30	Blue	Blue	White
352	La Justiciere Lv. 3	140	Dragon	15	35	White	White	White
353	La Justiciere Lv. 4	150	Dragon	17	35	White	White	White
354	La Loi Lv. 5	160	Dragon	18	40	White	White	White
355	La Loi Lv. 6	240	Dragon	20	45	White	White	White
356	La Loi Lv. 7	260	Dragon	24	45	White	White	White
357	Le Decalogue Lv. 8	280	Dragon	28	45	White	Purple	Purple
358	Mirage Finsword Lv. 1	130	(No Element)	0	10	Green	Green	Blue
359	Mirage Finsword Lv. 2	150	(No Element)	0	10	Green	Green	Blue
360	Mirage Finsword Lv. 3	160	(No Element)	0	15	Blue	Blue	White
361	Phantom Mirage Lv. 4	190	(No Element)	0	15	Blue	White	White
362	Phantom Mirage Lv. 5	290	(No Element)	0	15	White	White	White
363	Skulduggery Lv. 6	320	(No Element)	0	20	White	Purple	Purple
364	Imperial Saber Lv. 1	120	Blast	28	0	Green	Blue	Blue
365	Imperial Saber Lv. 2	130	Blast	30	0	Blue	Blue	Blue
