ID	name	raw	element	eleValue	affinity	sharpness	sharpOne	sharpTwo
33	Red Stripe Lv. 1	100	(No Element)	0	0	Yellow	Yellow	Yellow
34	Red Stripe Lv. 2	110	(No Element)	0	0	Green	Green	Green
35	Red Stripe Lv. 3	150	(No Element)	0	0	Green	Green	White
36	Red Stripe Lv. 4	170	(No Element)	0	0	Blue	Blue	White
37	Akatsume Lv. 5	200	(No Element)	0	0	Blue	Blue	White
38	Akatsume Lv. 6	250	(No Element)	0	0	Blue	Blue	White
39	Akatsume Lv. 7	310	(No Element)	0	0	White	White	White
40	Red Kagizume Lv. 8	320	(No Element)	0	0	White	White	White
41	Azure Serpentblade Lv. 1	70	(No Element)	0	0	Yellow	Yellow	Yellow
42	Azure Serpentblade Lv. 2	80	(No Element)	0	0	Green	Green	Green
43	Azure Serpentblade Lv. 3	90	(No Element)	0	0	Green	Green	Green
44	Azure Serpentblade Lv. 4	100	(No Element)	0	0	Green	Green	Green
45	Azure Serpentblade Lv. 5	150	(No Element)	0	0	Green	Green	Blue
46	Azure Fangblade Lv. 6	230	(No Element)	0	0	Green	Blue	Blue
47	Azure Fangblade Lv. 7	250	(No Element)	0	0	Blue	Blue	White
48	Azure Fangblade Lv. 8	300	(No Element)	0	0	Blue	Blue	White
49	Azure Dreadfang Lv. 9	330	(No Element)	0	0	Blue	White	White
50	White Serpentblade Lv. 1	70	Ice	10	0	Yellow	Yellow	Yellow
51	White Serpentblade Lv. 2	80	Ice	14	0	Yellow	Yellow	Yellow
52	White Serpentblade Lv. 3	140	Ice	18	0	Green	Green	Green
53	White Serpentblade Lv. 4	150	Ice	20	0	Green	Green	Green
54	White Serpentblade Lv. 5	170	Ice	25	0	Blue	Blue	White
55	Golden Serpentblade Lv. 6	210	Ice	28	0	Blue	Blue	White
56	Golden Serpentblade Lv. 7	240	Ice	30	0	Blue	Blue	White
57	Adamant Serpentblade Lv. 8	320	Ice	35	0	White	White	Purple
58	Saffron Fangblade Lv. 1	80	Para	20	0	Yellow	Yellow	Green
59	Saffron Fangblade Lv. 2	90	Para	25	0	Green	Green	Green
60	Saffron Fangblade Lv. 3	110	Para	28	0	Green	Green	Green
61	Saffron Fangblade Lv. 4	130	Para	32	0	Green	Green	Green
62	Saffron Fangblade Lv. 5	150	Para	36	0	Green	Blue	Blue
63	Saffron Serpentblade Lv. 6	170	Para	38	0	Blue	Blue	White
64	Saffron Serpentblade Lv. 7	200	Para	39	0	Blue	Blue	White
65	Saffron Serpentblade Lv. 8	230	Para	40	0	White	White	White
66	Saffron Serpentroar Lv. 9	290	Para	42	0	White	White	White
67	Fanged Serpentblade Lv. 1	80	Poison	20	0	Yellow	Yellow	Green
68	Fanged Serpentblade Lv. 2	90	Poison	22	0	Green	Green	Green
69	Fanged Serpentblade Lv. 3	110	Poison	24	0	Green	Green	Green
70	Fanged Serpentblade Lv. 4	140	Poison	28	0	Green	Blue	Blue
71	Fanged Serpentblade Lv. 5	170	Poison	30	0	Green	Blue	Blue
72	Amaranth Fangblade Lv. 6	220	Poison	35	0	Green	Blue	Blue
73	Amaranth Fangblade Lv. 7	250	Poison	37	0	Blue	Blue	White
74	Amaranth Fangblade Lv. 8	280	Poison	38	0	Blue	White	White
75	Amaranth Battlefang Lv. 9	340	Poison	40	0	Blue	White	White
76	Ludroth Bone Sword Lv. 1	90	(No Element)	0	0	Yellow	Yellow	Yellow
77	Ludroth Bone Sword Lv. 2	110	(No Element)	0	0	Yellow	Yellow	Yellow
78	Ludroth Bone Sword Lv. 3	130	(No Element)	0	0	Green	Blue	Blue
79	Ludroth Bone Sword Lv. 4	150	(No Element)	0	0	Blue	Blue	White
80	Ludroth Bone Blade Lv. 5	190	(No Element)	0	0	Blue	White	White
81	Ludroth Bone Blade Lv. 6	240	(No Element)	0	0	White	White	White
82	Ludroth Beheader Lv. 7	330	(No Element)	0	0	White	White	Purple
83	Yukumo Edge Lv. 1	70	(No Element)	0	0	Green	Green	Green
84	Yukumo Edge Lv. 2	90	(No Element)	0	0	Green	Green	Green
85	Yukumo Edge Lv. 3	120	(No Element)	0	0	Green	Green	Green
86	Yukumo Edge Lv. 4	140	(No Element)	0	0	Green	Blue	Blue
87	Yukumo Blade Lv. 5	180	(No Element)	0	0	Green	Blue	Blue
88	Yukumo Blade Lv. 6	260	(No Element)	0	0	Green	Blue	Blue
89	Yukumo Blade Lv. 7	320	(No Element)	0	0	Green	Blue	Blue
90	Hot Spring Edge Lv. 8	350	(No Element)	0	0	Green	Blue	White
91	Rusted Great Sword Lv. 1	100	(No Element)	0	-70	Orange	Orange	Orange
92	Rusted Great Sword Lv. 2	100	(No Element)	0	-70	Orange	Orange	Yellow
93	Tarnished Great Sword Lv. 3	100	(No Element)	0	-70	Yellow	Yellow	Green
94	Buster Sword Lv. 1	100	(No Element)	0	0	Green	Green	Green
95	Buster Sword Lv. 2	110	(No Element)	0	0	Green	Green	Green
96	Buster Sword Lv. 3	120	(No Element)	0	0	Green	Green	Green
97	Buster Sword Lv. 4	130	(No Element)	0	0	Green	Green	Blue
98	Buster Sword Lv. 5	140	(No Element)	0	0	Blue	Blue	Blue
99	Buster Sword Lv. 6	180	(No Element)	0	0	Blue	Blue	White
100	Buster Blade Lv. 7	220	(No Element)	0	0	Blue	Blue	White
101	Buster Blade Lv. 8	250	(No Element)	0	0	Blue	White	Purple
102	Buster Falx Lv. 9	340	(No Element)	0	0	White	White	Purple
103	Jawblade Lv. 1	110	(No Element)	0	0	Green	Green	Green
104	Jawblade Lv. 2	120	(No Element)	0	0	Green	Green	Green
105	Jawblade Lv. 3	140	(No Element)	0	0	Green	Green	Green
106	Jawblade Lv. 4	160	(No Element)	0	0	Green	Blue	Blue
107	Jawblade Lv. 5	170	(No Element)	0	0	Blue	Blue	White
108	Giant Jawblade Lv. 6	210	(No Element)	0	0	Blue	White	White
109	Giant Jawblade Lv. 7	240	(No Element)	0	0	Blue	White	Purple
110	Giant Jawblade Lv. 8	300	(No Element)	0	0	Blue	Purple	Purple
111	Massive Jawblade Lv. 9	320	(No Element)	0	0	White	Purple	Purple
112	Defender Lv. 1	90	(No Element)	0	0	Yellow	Yellow	Yellow
113	Defender Lv. 2	100	(No Element)	0	0	Green	Green	Green
114	Defender Lv. 3	110	(No Element)	0	0	Green	Green	Green
115	Defender Lv. 4	150	(No Element)	0	0	Green	Green	Blue
116	Defender Lv. 5	170	(No Element)	0	0	Green	Blue	Blue
117	Sentinel Lv. 6	220	(No Element)	0	0	Blue	Blue	White
118	Sentinel Lv. 7	250	(No Element)	0	0	Blue	Blue	White
119	Sentinel Lv. 8	320	(No Element)	0	0	Blue	White	White
120	Bastion Lv. 9	350	(No Element)	0	0	Blue	White	White
121	Barbaroi Blade Lv. 1	80	Fire	25	0	Green	Green	Green
122	Barbaroi Blade Lv. 2	110	Fire	40	0	Green	Green	Green
123	Barbaroi Blade Lv. 3	130	Fire	45	0	Green	Green	Green
124	Barbaroi Blade Lv. 4	140	Fire	50	0	Green	Green	Green
125	Barbaroi Blade Lv. 5	160	Fire	55	0	Blue	Blue	White
126	Crimson Goat Lv. 6	180	Fire	60	0	Blue	Blue	White
127	Crimson Goat Lv. 7	230	Fire	62	0	Blue	White	White
128	Blood Baph Lv. 8	290	Fire	65	0	White	White	Purple
129	Larisaber Lv. 1	120	(No Element)	0	0	Green	Green	Green
130	Larisaber Lv. 2	140	(No Element)	0	0	Green	Green	Blue
131	Larisaber Lv. 3	170	(No Element)	0	0	Green	Blue	Blue
132	Long Larisaber Lv. 4	200	(No Element)	0	0	Blue	Blue	Blue
133	Long Larisaber Lv. 5	250	(No Element)	0	0	Blue	Blue	White
134	Overlong Larisaber Lv. 6	320	(No Element)	0	0	White	White	Purple
135	Deadly Serpentblade Lv. 1	90	Poison	40	0	Green	Green	Green
136	Deadly Serpentblade Lv. 2	120	Poison	45	0	Green	Green	Green
137	Deadly Serpentblade Lv. 3	130	Poison	50	0	Green	Green	Green
138	Deadly Serpentblade Lv. 4	150	Poison	60	0	Blue	Blue	Blue
139	Poison Serpentblade Lv. 5	180	Poison	70	0	Blue	Blue	White
140	Poison Serpentblade Lv. 6	210	Poison	73	0	Blue	Blue	White
141	Poison Serpentblade Lv. 7	270	Poison	77	0	White	White	White
142	Snakesmaw Lv. 8	300	Poison	80	0	White	White	Purple
143	Chicken Decapitator Lv. 1	90	Fire	18	10	Green	Green	Green
144	Chicken Decapitator Lv. 2	100	Fire	20	10	Green	Green	Green
145	Chicken Decapitator Lv. 3	130	Fire	23	10	Green	Green	Green
146	Chicken Decapitator Lv. 4	150	Fire	26	10	Green	Blue	Blue
147	Chicken Decapitator Lv. 5	180	Fire	28	10	Blue	Blue	White
148	Rooster Decapitator Lv. 6	210	Fire	30	10	Blue	White	White
149	Rooster Decapitator Lv. 7	240	Fire	32	10	Blue	White	White
150	Rooster Decapitator Lv. 8	300	Fire	34	10	Blue	White	White
151	Capon Decapitator Lv. 9	330	Fire	35	15	White	Purple	Purple
152	Snowclad Lv. 1	90	Ice	20	0	Green	Green	Green
153	Snowclad Lv. 2	100	Ice	25	0	Green	Green	Green
154	Snowclad Lv. 3	130	Ice	30	0	Green	Green	Green
155	Snowclad Lv. 4	140	Ice	33	0	Blue	Blue	Blue
156	Snowclad Lv. 5	180	Ice	36	0	Blue	Blue	White
157	Lagombi Charlotte Lv. 6	200	Ice	40	0	Blue	White	White
158	Lagombi Charlotte Lv. 7	230	Ice	42	0	Blue	White	White
159	Lagombi Charlotte Lv. 8	270	Ice	44	0	White	White	White
160	Lagombi Decider Lv. 9	310	Ice	45	0	White	White	Purple
161	Santoku Reaver Lv. 1	120	(No Element)	0	0	Green	Green	Green
162	Santoku Reaver Lv. 2	130	(No Element)	0	0	Green	Green	Green
163	Santoku Reaver Lv. 3	150	(No Element)	0	0	Green	Green	Blue
164	Santoku Reaver Lv. 4	170	(No Element)	0	0	Green	Green	Blue
165	Santoku Reaver Lv. 5	200	(No Element)	0	0	Green	Green	Blue
166	Funayuki Reaver Lv. 6	240	(No Element)	0	0	Green	Blue	Blue
167	Funayuki Reaver Lv. 7	260	(No Element)	0	0	Blue	White	White
168	Kaeruzaki Reaver Lv. 8	350	(No Element)	0	0	Blue	White	Purple
169	Red Pincer Lv. 1	110	(No Element)	0	0	Yellow	Yellow	Yellow
170	Red Pincer Lv. 2	130	(No Element)	0	0	Green	Green	Green
171	Red Pincer Lv. 3	150	(No Element)	0	0	Blue	Blue	Blue
172	Red Pincer Lv. 4	190	(No Element)	0	0	Blue	Blue	White
173	Great Pincer Lv. 5	210	(No Element)	0	0	Blue	White	White
174	Great Pincer Lv. 6	240	(No Element)	0	0	Blue	White	White
175	Great Pincer Lv. 7	270	(No Element)	0	0	White	White	White
176	Gargantuan Pincer Lv. 8	330	(No Element)	0	0	White	White	Purple
177	Cataclysm Sword Lv. 1	110	Water	10	0	Green	Green	Green
178	Cataclysm Sword Lv. 2	130	Water	12	0	Green	Green	Green
179	Cataclysm Sword Lv. 3	150	Water	17	0	Green	Blue	Blue
180	Cataclysm Sword Lv. 4	180	Water	20	0	Blue	White	White
181	Cataclysm Blade Lv. 5	220	Water	24	0	Blue	White	White
182	Cataclysm Blade Lv. 6	240	Water	26	0	Blue	White	White
183	Cataclysm Blade Lv. 7	270	Water	27	0	White	White	White
184	Aquatic Cataclysm Lv. 8	330	Water	28	0	White	Purple	Purple
185	Nocturnal Falx Lv. 1	90	Sleep	15	0	Green	Green	Green
186	Nocturnal Falx Lv. 2	110	Sleep	16	0	Green	Green	Green
187	Nocturnal Falx Lv. 3	120	Sleep	17	0	Green	Green	Blue
188	Nocturnal Falx Lv. 4	140	Sleep	18	0	Blue	Blue	Blue
189	Nocturnal Falx Lv. 5	160	Sleep	19	0	Blue	Blue	White
190	Slumbering Duke Lv. 6	180	Sleep	20	0	Blue	Blue	White
191	Slumbering Duke Lv. 7	220	Sleep	21	0	White	White	White
192	Slumbering Duke Lv. 8	270	Sleep	22	0	White	White	White
193	Dormant Archduke Lv. 9	310	Sleep	24	0	White	Purple	Purple
194	Khezu Shock Sword Lv. 1	90	Thunder	22	0	Green	Green	Green
195	Khezu Shock Sword Lv. 2	110	Thunder	30	0	Green	Green	Green
196	Khezu Shock Sword Lv. 3	150	Thunder	32	0	Blue	Blue	Blue
197	Khezu Shock Sword Lv. 4	180	Thunder	36	0	Blue	Blue	White
198	Khezu Shock Blade Lv. 5	190	Thunder	38	0	Blue	White	White
199	Khezu Shock Blade Lv. 6	240	Thunder	40	0	White	White	White
200	Khezu Shock Full Lv. 7	310	Thunder	42	0	White	White	Purple
201	Type 41 Wyvernator Lv. 1	80	Water	20	0	Green	Green	Green
202	Type 41 Wyvernator Lv. 2	90	Water	25	0	Green	Green	Green
203	Type 41 Wyvernator Lv. 3	110	Water	27	0	Green	Green	Green
204	Type 41 Wyvernator Lv. 4	140	Water	30	0	Green	Blue	Blue
205	Type 41 Wyvernator Lv. 5	160	Water	32	0	Blue	Blue	White
206	Remalgalypse Lv. 6	200	Water	38	0	Blue	Blue	White
207	Remalgalypse Lv. 7	260	Water	40	0	White	White	White
208	Remalgagorgon Lv. 8	330	Water	44	0	White	Purple	Purple
209	Ceanataur Blade Lv. 1	110	(No Element)	0	0	Green	Green	Blue
210	Ceanataur Blade Lv. 2	130	(No Element)	0	0	Green	Blue	Blue
211	Ceanataur Blade Lv. 3	170	(No Element)	0	0	Blue	Blue	White
212	Ceanataur Blade Lv. 4	190	(No Element)	0	0	Blue	Blue	White
213	Killer's Scythe Lv. 5	220	(No Element)	0	0	Blue	White	White
214	Killer's Scythe Lv. 6	280	(No Element)	0	0	White	White	White
215	Killer's Scythe Lv. 7	310	(No Element)	0	0	White	White	Purple
216	Ceanataur Scythe Lv. 8	340	(No Element)	0	0	White	White	Purple
217	Skraga Lv. 1	100	Para	12	0	Green	Green	Green
218	Skraga Lv. 2	120	Para	14	0	Green	Green	Green
219	Skraga Lv. 3	140	Para	16	0	Green	Green	Green
220	Skraga Lv. 4	160	Para	18	0	Blue	Blue	Blue
221	Grand Skraga Lv. 5	200	Para	20	0	Blue	Blue	White
222	Grand Skraga Lv. 6	260	Para	22	0	Blue	White	White
223	Grand Skraga Lv. 7	290	Para	24	0	White	White	White
224	Medjed Skraga Lv. 8	310	Para	25	0	White	White	Purple
225	Hidden Blade Lv. 1	100	(No Element)	0	30	Green	Blue	Blue
226	Hidden Blade Lv. 2	120	(No Element)	0	30	Blue	Blue	White
227	Hidden Blade Lv. 3	150	(No Element)	0	30	Blue	Blue	White
228	Hidden Blade Lv. 4	170	(No Element)	0	30	White	White	White
229	Dark of Night Lv. 5	190	(No Element)	0	35	White	White	White
230	Dark of Night Lv. 6	240	(No Element)	0	35	White	White	White
231	Dark of Night Lv. 7	260	(No Element)	0	40	Purple	Purple	Purple
232	Avidya Great Sword Lv. 8	290	(No Element)	0	40	Purple	Purple	Purple
233	Vulcanis Lv. 1	90	Blast	14	0	Green	Green	Green
234	Vulcanis Lv. 2	100	Blast	15	0	Green	Green	Green
235	Vulcanis Lv. 3	130	Blast	16	10	Green	Blue	Blue
236	Vulcanis Lv. 4	150	Blast	17	10	Blue	Blue	White
237	Vulcamagnon Lv. 5	190	Blast	18	15	Blue	Blue	White
238	Vulcamagnon Lv. 6	220	Blast	20	15	White	White	White
239	Vulcamagnon Lv. 7	270	Blast	21	15	White	White	White
240	Vulcatastrophe Lv. 8	310	Blast	22	15	White	White	White
241	Frozen Speartuna Lv. 1	70	Ice	33	0	Yellow	Green	Green
242	Frozen Speartuna Lv. 2	90	Ice	42	0	Green	Green	Green
243	Frozen Speartuna Lv. 3	110	Ice	50	0	Green	Green	Blue
244	Frozen Speartuna Lv. 4	120	Ice	60	0	Blue	Blue	White
245	Freezer Speartuna Lv. 5	150	Ice	70	0	Blue	Blue	White
246	Freezer Speartuna Lv. 6	220	Ice	73	0	White	White	White
247	Xiphias Gladius Lv. 7	270	Ice	75	0	White	White	White
248	Wyvern's Perch Lv. 1	80	Poison	30	0	Yellow	Yellow	Yellow
249	Wyvern's Perch Lv. 2	120	Poison	38	0	Green	Green	Green
250	Wyvern's Perch Lv. 3	150	Poison	45	0	Green	Green	Green
251	Roguish Deathcap Lv. 4	170	Poison	50	0	Green	Green	Blue
252	Roguish Deathcap Lv. 5	230	Poison	55	0	Green	Blue	Blue
253	Lordly Deathcap Lv. 6	350	Poison	60	0	Green	Blue	Blue
254	Cheese Mixer Lv. 1	80	(No Element)	0	0	Yellow	Yellow	Green
255	Cheese Mixer Lv. 2	100	(No Element)	0	0	Yellow	Green	Green
256	Cheese Mixer Lv. 3	130	(No Element)	0	0	Yellow	Green	Green
257	Cheese Mixer Lv. 4	160	(No Element)	0	0	Yellow	Green	Green
258	Cheese Jumbler Lv. 5	220	(No Element)	0	0	Green	Green	Green
259	Cheese Jumbler Lv. 6	250	(No Element)	0	0	Green	Blue	White
260	Cheese Combinator Lv. 7	340	(No Element)	0	0	Blue	White	White
261	El Dora Blade Lv. 1	50	(No Element)	0	0	Blue	Blue	Blue
262	El Dora Blade Lv. 2	80	(No Element)	0	0	Blue	Blue	Blue
263	El Dora Blade Lv. 3	120	(No Element)	0	0	Blue	Blue	White
264	Lost Blade Lv. 4	150	(No Element)	0	0	White	White	White
265	Lost Blade Lv. 5	240	(No Element)	0	0	Purple	Purple	Purple
266	Lost Blade Lv. 6	260	(No Element)	0	0	Purple	Purple	Purple
267	Lost Lemuria Lv. 7	280	(No Element)	0	0	Purple	Purple	Purple
268	Obsidian Blade Lv. 1	140	(No Element)	0	0	Green	Blue	Blue
269	Obsidian Blade Lv. 2	150	(No Element)	0	0	Blue	Blue	White
270	Obsidian Blade Lv. 3	160	(No Element)	0	0	Blue	Blue	White
271	Obsidian Blade Lv. 4	180	(No Element)	0	0	Blue	Blue	White
272	Obsidian Blade Lv. 5	200	(No Element)	0	0	Blue	White	White
273	Luminous Jurasta Lv. 6	220	(No Element)	0	0	Blue	White	White
274	Luminous Jurasta Lv. 7	280	(No Element)	0	0	White	White	White
275	Ethereal Jurasta Lv. 8	330	(No Element)	0	0	White	Purple	Purple
276	Ravager Blade Lv. 1	120	(No Element)	0	0	Green	Green	Green
277	Ravager Blade Lv. 2	130	(No Element)	0	0	Green	Green	Green
278	Ravager Blade Lv. 3	150	(No Element)	0	0	Green	Blue	Blue
279	Ravager Blade Lv. 4	170	(No Element)	0	0	Green	Blue	Blue
280	Ravager Blade Lv. 5	190	(No Element)	0	0	Blue	Blue	White
281	Raging Blade Lv. 6	210	(No Element)	0	0	Blue	Blue	White
282	Raging Blade Lv. 7	240	(No Element)	0	0	Blue	Blue	White
283	Wrathful Blade Lv. 8	340	(No Element)	0	0	Blue	Purple	Purple
284	Halberd Lv. 1	140	(No Element)	0	0	Yellow	Yellow	Green
285	Halberd Lv. 2	160	(No Element)	0	0	Yellow	Green	Green
286	Halberd Lv. 3	170	(No Element)	0	0	Green	Green	Green
287	Halberd Lv. 4	200	(No Element)	0	0	Green	Green	Green
288	Judgment Lv. 5	250	(No Element)	0	0	Green	Blue	Blue
289	Judgment Lv. 6	270	(No Element)	0	0	Green	Blue	Blue
290	Judgment Lv. 7	310	(No Element)	0	0	Green	Blue	Blue
291	Eternal Torment Lv. 8	370	(No Element)	0	0	Green	Blue	White
292	Golem Blade Lv. 1	120	(No Element)	0	0	Green	Green	Green
293	Golem Blade Lv. 2	130	(No Element)	0	0	Green	Green	Green
294	Golem Blade Lv. 3	140	(No Element)	0	0	Green	Green	Blue
295	Golem Blade Lv. 4	180	(No Element)	0	0	Blue	Blue	Blue
296	Blade of Talos Lv. 5	220	(No Element)	0	0	Blue	Blue	White
297	Blade of Talos Lv. 6	240	(No Element)	0	0	Blue	White	White
298	Blade of Talos Lv. 7	280	(No Element)	0	0	White	White	Purple
299	Blade of Tartarus Lv. 8	330	(No Element)	0	0	White	White	Purple
300	Sentoryu Raven Lv. 1	120	(No Element)	0	20	Green	Green	Green
301	Sentoryu Raven Lv. 2	130	(No Element)	0	20	Green	Green	Green
302	Sentoryu Raven Lv. 3	140	(No Element)	0	20	Green	Green	Blue
303	Sentoryu Raven Lv. 4	160	(No Element)	0	20	Blue	Blue	White
304	Sentoryu Wolf Lv. 5	200	(No Element)	0	20	Blue	White	White
305	Sentoryu Wolf Lv. 6	290	(No Element)	0	20	White	White	White
306	Sentoryu Crow Lv. 7	320	(No Element)	0	20	White	Purple	Purple
307	Brazenwall Lv. 1	120	(No Element)	0	0	Yellow	Green	Green
308	Brazenwall Lv. 2	140	(No Element)	0	0	Yellow	Green	Green
309	Brazenwall Lv. 3	160	(No Element)	0	0	Green	Green	Green
310	Brazenwall Lv. 4	190	(No Element)	0	0	Green	Green	Green
311	Crimsonwall Lv. 5	240	(No Element)	0	0	Green	Blue	Blue
312	Crimsonwall Lv. 6	330	(No Element)	0	0	Green	Blue	Blue
313	Crimsonwall Lv. 7	340	(No Element)	0	0	Green	Blue	Blue
314	Crimsonwall Zenith Lv. 8	360	(No Element)	0	0	Green	Blue	White
315	Valkyrie Blade Lv. 1	100	Poison	18	0	Green	Green	Green
316	Valkyrie Blade Lv. 2	110	Poison	20	0	Green	Green	Green
317	Valkyrie Blade Lv. 3	140	Poison	22	0	Green	Green	Green
318	Valkyrie Blade Lv. 4	170	Poison	25	0	Blue	Blue	Blue
319	Sieglinde Lv. 5	210	Poison	28	0	Blue	White	White
320	Sieglinde Lv. 6	270	Poison	30	0	White	White	White
321	Sieglinde Lv. 7	300	Poison	32	0	White	White	White
322	High Sieglinde Lv. 8	330	Poison	34	0	White	Purple	Purple
323	Tactical Blade Lv. 1	130	(No Element)	0	0	Green	Green	Green
324	Tactical Blade Lv. 2	160	(No Element)	0	0	Green	Blue	Blue
325	Tactical Blade Lv. 3	190	(No Element)	0	0	Blue	Blue	White
326	Strategic Blade Lv. 4	210	(No Element)	0	0	Blue	Blue	White
327	Strategic Blade Lv. 5	260	(No Element)	0	0	Blue	White	White
328	Strategic Blade Lv. 6	290	(No Element)	0	0	White	White	White
329	Mastermind Blade Lv. 7	320	(No Element)	0	0	White	Purple	Purple
330	Red Wing Lv. 1	120	Fire	22	0	Green	Green	Blue
331	Red Wing Lv. 2	150	Fire	30	0	Green	Blue	Blue
332	Red Wing Lv. 3	170	Fire	34	0	Blue	Blue	Blue
333	Red Wing Lv. 4	180	Fire	36	0	Blue	Blue	White
334	Rathalos Firesword Lv. 5	210	Fire	38	0	Blue	Blue	White
335	Rathalos Firesword Lv. 6	290	Fire	40	0	Blue	White	White
336	Rathalos Firesword Lv. 7	310	Fire	42	0	White	White	White
337	Rathalos Flamesword Lv. 8	330	Fire	44	0	White	White	Purple
338	Lagiacrus Blade Lv. 1	130	Thunder	8	0	Green	Green	Green
339	Lagiacrus Blade Lv. 2	150	Thunder	10	0	Green	Green	Green
340	Lagiacrus Blade Lv. 3	160	Thunder	15	0	Green	Green	Blue
341	Lagiacrus Blade Lv. 4	170	Thunder	23	0	Blue	Blue	Blue
342	High Lagia Blade Lv. 5	200	Thunder	25	0	Blue	Blue	White
343	High Lagia Blade Lv. 6	270	Thunder	30	0	White	White	White
344	Exlagia Blade Lv. 7	310	Thunder	34	0	White	White	Purple
345	Usurper's Storm Lv. 1	120	Thunder	35	0	Green	Green	Green
346	Usurper's Storm Lv. 2	130	Thunder	38	0	Green	Blue	Blue
347	Usurper's Storm Lv. 3	160	Thunder	42	0	Blue	Blue	Blue
348	Despot's Blackstorm Lv. 4	200	Thunder	48	0	Blue	White	White
349	Despot's Blackstorm Lv. 5	260	Thunder	50	0	White	White	White
350	Despot's Blackstorm Lv. 6	290	Thunder	52	0	White	White	Purple
351	Oppressor's Forger Lv. 7	310	Thunder	54	0	White	Purple	Purple
352	Hanayako Yohino Lv. 1	130	Water	25	0	Green	Green	Green
353	Hanayako Yohino Lv. 2	140	Water	28	0	Green	Green	Green
354	Hanayako Yohino Lv. 3	150	Water	32	10	Green	Blue	Blue
355	Hanayako Yohino Lv. 4	170	Water	34	10	Blue	White	White
356	Hanayako Yohino Lv. 5	190	Water	36	10	Blue	White	White
357	Akanesasu Lv. 6	200	Water	38	10	Blue	White	White
358	Akanesasu Lv. 7	270	Water	40	10	White	White	White
359	Akanesasu Lv. 8	290	Water	42	10	White	White	Purple
360	Akanesasu Divider Lv. 9	310	Water	45	10	White	Purple	Purple
361	Verdant Wing Lv. 1	120	Thunder	25	15	Green	Green	Green
362	Verdant Wing Lv. 2	130	Thunder	28	15	Green	Green	Blue
363	Verdant Wing Lv. 3	150	Thunder	30	20	Blue	Blue	White
364	Verdant Wing Lv. 4	160	Thunder	32	20	Blue	White	White
365	Verdant Wing Lv. 5	170	Thunder	36	20	White	White	White
366	Astalos Elecblade Lv. 6	180	Thunder	38	20	White	White	White
367	Astalos Elecblade Lv. 7	250	Thunder	40	20	White	White	White
368	Astalos Elecblade Lv. 8	270	Thunder	42	20	Purple	Purple	Purple
369	Astalos Arcblade Lv. 9	290	Thunder	45	20	Purple	Purple	Purple
370	Giant's Slicer Lv. 1	140	Ice	14	-20	Green	Green	Green
371	Giant's Slicer Lv. 2	150	Ice	16	-20	Green	Green	Blue
