ID	name	raw	element	eleValue	affinity	sharpness	sharpOne	sharpTwo
130	Skullcrusher Lv. 2	140	(No Element)	0	0	Yellow	Yellow	Green
131	Skullcrusher Lv. 3	160	(No Element)	0	0	Green	Green	Green
132	Skullcrusher Lv. 4	180	(No Element)	0	0	Green	Green	Blue
133	Skullblaster Lv. 5	220	(No Element)	0	0	Blue	White	White
134	Skullblaster Lv. 6	250	(No Element)	0	0	Blue	White	White
135	Skullblaster Lv. 7	280	(No Element)	0	0	Blue	Purple	Purple
136	Skullsploder Lv. 8	340	(No Element)	0	0	Blue	Purple	Purple
137	Calamitous Portent Lv. 1	100	Poison	12	5	Green	Green	Green
138	Calamitous Portent Lv. 2	120	Poison	14	5	Green	Green	Blue
139	Calamitous Portent Lv. 3	140	Poison	16	10	Green	Green	Blue
140	Calamitous Portent Lv. 4	170	Poison	18	10	Blue	Blue	White
141	Catastrophic Portent Lv. 5	190	Poison	20	10	Blue	White	White
142	Catastrophic Portent Lv. 6	250	Poison	22	15	Blue	White	White
143	Catastrophic Portent Lv. 7	280	Poison	25	15	White	White	White
144	Cataclysmic Portent Lv. 8	310	Poison	26	15	White	White	Purple
145	Kut-Ku Pick Lv. 1	100	(No Element)	0	5	Green	Green	Green
146	Kut-Ku Pick Lv. 2	110	(No Element)	0	5	Green	Green	Green
147	Kut-Ku Pick Lv. 3	130	(No Element)	0	5	Green	Green	Green
148	Kut-Ku Pick Lv. 4	140	(No Element)	0	10	Green	Green	Blue
149	Kut-Ku Pick Lv. 5	170	(No Element)	0	10	Blue	Blue	White
150	Kut-Ku Thwap Lv. 6	190	(No Element)	0	10	Blue	White	White
151	Kut-Ku Thwap Lv. 7	230	(No Element)	0	10	Blue	White	White
152	Kut-Ku Thwap Lv. 8	270	(No Element)	0	10	White	White	White
153	Kut-Ku Kaboom Lv. 9	310	(No Element)	0	10	White	White	Purple
154	Venom Monster Lv. 1	70	Poison	26	0	Green	Green	Green
155	Venom Monster Lv. 2	80	Poison	28	0	Green	Green	Green
156	Venom Monster Lv. 3	120	Poison	30	0	Green	Green	Blue
157	Venom Monster Lv. 4	150	Poison	32	0	Green	Blue	Blue
158	Death Venom Hammer Lv. 5	180	Poison	35	0	Blue	White	White
159	Death Venom Hammer Lv. 6	220	Poison	37	0	Blue	White	White
160	Death Venom Hammer Lv. 7	250	Poison	39	0	Blue	White	White
161	Death Venom Basher Lv. 8	300	Poison	41	0	White	White	Purple
162	Binding Bludgeon Lv. 1	90	Para	15	0	Green	Green	Green
163	Binding Bludgeon Lv. 2	110	Para	17	0	Green	Green	Green
164	Binding Bludgeon Lv. 3	130	Para	20	0	Green	Green	Blue
165	Binding Bludgeon Lv. 4	150	Para	23	0	Green	Blue	Blue
166	Armored Gogue Lv. 5	170	Para	26	0	Green	Blue	Blue
167	Armored Gogue Lv. 6	260	Para	28	0	Blue	White	White
168	Armored Gogue Lv. 7	290	Para	30	0	Blue	White	White
169	Armored Megagogue Lv. 8	320	Para	32	0	Blue	White	White
170	Ludroth Splashhammer Lv. 1	80	Water	20	0	Green	Green	Green
171	Ludroth Splashhammer Lv. 2	110	Water	24	0	Green	Green	Green
172	Ludroth Splashhammer Lv. 3	130	Water	30	0	Green	Green	Blue
173	Ludroth Splashhammer Lv. 4	150	Water	35	0	Blue	Blue	White
174	Ludroth Dousehammer Lv. 5	200	Water	40	0	Blue	White	White
175	Ludroth Dousehammer Lv. 6	230	Water	42	0	Blue	White	White
176	Lorelei Lv. 7	300	Water	45	0	White	Purple	Purple
177	Bag o' Horrors Lv. 1	90	Thunder	14	0	Green	Green	Green
178	Bag o' Horrors Lv. 2	120	Thunder	16	0	Green	Green	Blue
179	Bag o' Horrors Lv. 3	160	Thunder	20	0	Blue	Blue	Blue
180	Bag o' Horrors Lv. 4	180	Thunder	23	0	Blue	Blue	Blue
181	Bag o' Thunder Lv. 5	210	Thunder	25	0	Blue	Blue	White
182	Bag o' Thunder Lv. 6	270	Thunder	30	0	Blue	White	White
183	Bag o' Booms Lv. 7	330	Thunder	33	0	White	Purple	Purple
184	Type 42 Shellbuster Lv. 1	80	Water	12	0	Green	Green	Green
185	Type 42 Shellbuster Lv. 2	100	Water	14	0	Green	Green	Green
186	Type 42 Shellbuster Lv. 3	120	Water	16	0	Green	Green	Blue
187	Type 42 Shellbuster Lv. 4	160	Water	18	0	Blue	Blue	White
188	Fraghammer Mk.II Lv. 5	210	Water	22	0	Blue	Blue	White
189	Fraghammer Mk.II Lv. 6	270	Water	24	0	Blue	Blue	White
190	Super Fraghammer Lv. 7	330	Water	27	0	White	Purple	Purple
191	Conehead Hammer Lv. 1	100	Ice	15	0	Green	Green	Green
192	Conehead Hammer Lv. 2	120	Ice	16	0	Green	Green	Green
193	Conehead Hammer Lv. 3	140	Ice	17	0	Green	Green	Blue
194	Conehead Hammer Lv. 4	160	Ice	18	0	Blue	Blue	Blue
195	Great Cone Lv. 5	210	Ice	20	0	Blue	Blue	White
196	Great Cone Lv. 6	270	Ice	22	0	Blue	White	White
197	Great Cone Lv. 7	300	Ice	25	0	Blue	White	White
198	Giant Cone Lv. 8	330	Ice	27	0	White	White	White
199	Ceanataur Head Axe Lv. 1	110	(No Element)	0	0	Green	Green	Blue
200	Ceanataur Head Axe Lv. 2	130	(No Element)	0	0	Blue	Blue	White
201	Ceanataur Head Axe Lv. 3	160	(No Element)	0	0	Blue	Blue	White
202	Ceanataur Head Axe Lv. 4	190	(No Element)	0	0	Blue	Blue	White
203	Big Blue Chopper Lv. 5	220	(No Element)	0	0	Blue	White	White
204	Big Blue Chopper Lv. 6	270	(No Element)	0	0	White	White	White
205	Ceanataur Chopper Lv. 7	330	(No Element)	0	0	White	White	Purple
206	Dragonhead Hammer Lv. 1	100	(No Element)	0	0	Green	Green	Blue
207	Dragonhead Hammer Lv. 2	130	(No Element)	0	0	Green	Green	Blue
208	Dragonhead Hammer Lv. 3	160	(No Element)	0	0	Green	Green	Blue
209	Dragonhead Hammer Lv. 4	190	(No Element)	0	0	Green	Blue	Blue
210	Ancient Relic Lv. 5	230	(No Element)	0	0	Green	Blue	White
211	Ancient Relic Lv. 6	310	(No Element)	0	0	Blue	Blue	White
212	Forgotten Remnant Lv. 7	350	(No Element)	0	0	Blue	White	White
213	Hidden Breaker Lv. 1	100	(No Element)	0	40	Green	Blue	Blue
214	Hidden Breaker Lv. 2	120	(No Element)	0	40	Blue	Blue	White
215	Hidden Breaker Lv. 3	140	(No Element)	0	40	Blue	Blue	White
216	Hidden Breaker Lv. 4	160	(No Element)	0	40	White	White	White
217	Night Eternal Lv. 5	180	(No Element)	0	40	White	White	White
218	Night Eternal Lv. 6	250	(No Element)	0	45	White	White	White
219	Night Eternal Lv. 7	270	(No Element)	0	45	Purple	Purple	Purple
220	Avidya Breaker Lv. 8	290	(No Element)	0	45	Purple	Purple	Purple
221	Cactus Creamer Lv. 1	70	Poison	30	0	Green	Green	Green
222	Cactus Creamer Lv. 2	100	Poison	35	0	Green	Green	Blue
223	Cactus Creamer Lv. 3	130	Poison	38	0	Blue	Blue	White
224	Green Monster Lv. 4	150	Poison	40	0	White	White	White
225	Green Monster Lv. 5	180	Poison	42	0	White	White	Purple
226	Toxic Cactus Lv. 6	270	Poison	45	0	Purple	Purple	Purple
227	Black Frying Pan Lv. 1	90	Blast	4	0	Green	Green	Green
228	Black Frying Pan Lv. 2	110	Blast	5	0	Green	Green	Blue
229	Black Frying Pan Lv. 3	150	Blast	6	0	Green	Green	Blue
230	True Black Frying Pan Lv. 4	170	Blast	8	0	Blue	Blue	White
231	True Black Frying Pan Lv. 5	200	Blast	10	0	Blue	Blue	White
232	Obsidian Frying Pan Lv. 6	290	Blast	15	0	Blue	White	White
233	Pumpking Lv. 1	90	Fire	8	0	Green	Green	Green
234	Pumpking Lv. 2	120	Fire	10	0	Green	Green	Green
235	Pumpking Lv. 3	160	Fire	14	0	Green	Green	Blue
236	Jack-'o-lantern King Lv. 4	180	Fire	16	0	Blue	Blue	White
237	Jack-'o-lantern King Lv. 5	210	Fire	18	0	Blue	Blue	White
238	Jack-'o-lantern King Lv. 6	240	Fire	20	0	Blue	White	White
239	Magic Pumpking Lv. 7	300	Fire	23	0	White	White	White
240	Airship Hammer Lv. 1	100	Blast	7	0	Green	Green	Green
241	Airship Hammer Lv. 2	120	Blast	8	0	Green	Blue	Blue
242	Airship Hammer Lv. 3	160	Blast	10	0	Green	Blue	Blue
243	Zeppelin Hammer Lv. 4	200	Blast	12	0	Green	Blue	White
244	Zeppelin Hammer Lv. 5	260	Blast	15	0	Blue	White	White
245	Flight Hammer Lv. 6	320	Blast	18	0	Blue	White	White
246	Gaiarch Lv. 1	90	Ice	14	0	Green	Green	Green
247	Gaiarch Lv. 2	100	Ice	15	0	Green	Green	Green
248	Gaiarch Lv. 3	130	Ice	16	10	Green	Blue	Blue
249	Gaiarch Lv. 4	150	Ice	17	10	Blue	Blue	White
250	Great Gaiarch Lv. 5	190	Ice	18	15	Blue	Blue	White
251	Great Gaiarch Lv. 6	220	Ice	20	20	White	White	White
252	Great Gaiarch Lv. 7	270	Ice	22	20	White	White	White
253	Mother Gaiarch Lv. 8	300	Ice	25	25	White	White	White
254	White Kitty Stamp Lv. 1	80	Para	12	5	Green	Green	Green
255	White Kitty Stamp Lv. 2	100	Para	14	5	Green	Green	Green
256	White Kitty Stamp Lv. 3	130	Para	16	10	Green	Green	Green
257	White Kitty Hammer Lv. 4	140	Para	18	10	Blue	Blue	White
258	White Kitty Hammer Lv. 5	180	Para	20	20	Blue	White	White
259	White Kitty Crusher Lv. 6	280	Para	25	25	White	White	White
260	Obsidian Hammer Lv. 1	140	(No Element)	0	0	Green	Blue	Blue
261	Obsidian Hammer Lv. 2	150	(No Element)	0	0	Blue	Blue	White
262	Obsidian Hammer Lv. 3	160	(No Element)	0	0	Blue	Blue	White
263	Obsidian Hammer Lv. 4	180	(No Element)	0	0	Blue	Blue	White
264	Obsidian Hammer Lv. 5	200	(No Element)	0	0	Blue	White	White
265	Relic Hammer Lv. 6	220	(No Element)	0	0	Blue	White	White
266	Relic Hammer Lv. 7	280	(No Element)	0	0	White	White	White
267	Ethereal Sideros Lv. 8	330	(No Element)	0	0	White	Purple	Purple
268	Anvil Hammer Lv. 1	120	(No Element)	0	0	Green	Green	Green
269	Anvil Hammer Lv. 2	140	(No Element)	0	0	Green	Green	Green
270	Anvil Hammer Lv. 3	150	(No Element)	0	0	Blue	Blue	Blue
271	Anvil Hammer Lv. 4	170	(No Element)	0	0	Blue	Blue	White
272	Onslaught Lv. 5	210	(No Element)	0	0	Blue	Blue	White
273	Onslaught Lv. 6	250	(No Element)	0	0	Blue	White	White
274	Onslaught Lv. 7	300	(No Element)	0	0	Blue	White	White
275	Devastation Lv. 8	330	(No Element)	0	0	White	Purple	Purple
276	Gun Hammer Lv. 1	80	Fire	18	0	Green	Green	Green
277	Gun Hammer Lv. 2	120	Fire	20	0	Green	Green	Green
278	Gun Hammer Lv. 3	130	Fire	22	0	Blue	Blue	Blue
279	Gun Hammer Lv. 4	160	Fire	24	0	Blue	White	White
280	Deadeye Revolver Lv. 5	200	Fire	26	0	Blue	White	White
281	Deadeye Revolver Lv. 6	260	Fire	30	0	Blue	White	White
282	Deadeye Revolver Lv. 7	280	Fire	32	0	Blue	White	White
283	Burst Revolver Lv. 8	320	Fire	35	0	Blue	White	White
284	Raven Torrent Lv. 1	110	(No Element)	0	20	Green	Green	Green
285	Raven Torrent Lv. 2	120	(No Element)	0	20	Green	Green	Blue
286	Raven Torrent Lv. 3	150	(No Element)	0	25	Blue	Blue	Blue
287	Raven Torrent Lv. 4	160	(No Element)	0	25	Blue	Blue	White
288	Wolf Torrent Lv. 5	190	(No Element)	0	25	Blue	White	White
289	Wolf Torrent Lv. 6	270	(No Element)	0	25	White	White	White
290	Crow Torrent Lv. 7	320	(No Element)	0	25	White	White	White
291	Brazenclout Lv. 1	140	(No Element)	0	0	Yellow	Yellow	Yellow
292	Brazenclout Lv. 2	150	(No Element)	0	0	Yellow	Green	Green
293	Brazenclout Lv. 3	170	(No Element)	0	0	Yellow	Green	Green
294	Brazenclout Lv. 4	190	(No Element)	0	0	Green	Green	Blue
295	Gigas Hammer Lv. 5	240	(No Element)	0	0	Green	Blue	Blue
296	Gigas Hammer Lv. 6	290	(No Element)	0	0	Green	Blue	Blue
297	Grongigas Hammer Lv. 7	350	(No Element)	0	0	Green	Blue	White
298	Red Bludgeon Lv. 1	100	Fire	32	5	Green	Green	Green
299	Red Bludgeon Lv. 2	120	Fire	34	5	Green	Green	Blue
300	Red Bludgeon Lv. 3	150	Fire	36	5	Green	Blue	Blue
301	Red Bludgeon Lv. 4	180	Fire	38	5	Blue	Blue	Blue
302	Huracan Hammer Lv. 5	200	Fire	40	5	Blue	Blue	White
303	Huracan Hammer Lv. 6	270	Fire	43	5	Blue	White	White
304	Huracan Hammer Lv. 7	290	Fire	45	5	White	White	White
305	Rathalos Bludgeon Lv. 8	310	Fire	47	10	White	Purple	Purple
306	Vortex Hammer Lv. 1	120	Thunder	10	0	Green	Green	Green
307	Vortex Hammer Lv. 2	130	Thunder	12	0	Green	Green	Green
308	Vortex Hammer Lv. 3	150	Thunder	14	0	Green	Green	Green
309	Vortex Hammer Lv. 4	180	Thunder	16	0	Blue	Blue	Blue
310	High Vortex Hammer Lv. 5	220	Thunder	18	0	Blue	White	White
311	High Vortex Hammer Lv. 6	280	Thunder	20	0	Blue	White	White
312	Giga Vortex Hammer Lv. 7	340	Thunder	23	0	White	White	White
313	Usurper's Thunder Lv. 1	120	Thunder	26	0	Green	Green	Green
314	Usurper's Thunder Lv. 2	130	Thunder	28	0	Green	Blue	Blue
315	Usurper's Thunder Lv. 3	160	Thunder	30	0	Blue	Blue	Blue
316	Despot's Crackle Lv. 4	200	Thunder	34	0	Blue	White	White
317	Despot's Crackle Lv. 5	260	Thunder	36	0	White	White	Purple
318	Despot's Crackle Lv. 6	290	Thunder	38	0	White	Purple	Purple
319	Oppressor's Sway Lv. 7	320	Thunder	40	0	White	Purple	Purple
320	Purity Hammer Lv. 1	130	Water	24	0	Green	Green	Green
321	Purity Hammer Lv. 2	140	Water	26	0	Green	Green	Green
322	Purity Hammer Lv. 3	150	Water	30	10	Green	Blue	Blue
323	Purity Hammer Lv. 4	170	Water	32	10	Blue	White	White
324	Purity Hammer Lv. 5	190	Water	34	10	Blue	White	White
325	Sinter Hammer Lv. 6	200	Water	36	10	Blue	White	White
326	Sinter Hammer Lv. 7	270	Water	38	10	White	White	White
327	Sinter Hammer Lv. 8	290	Water	40	10	White	White	Purple
328	Enlightenment Hammer Lv. 9	310	Water	42	10	White	Purple	Purple
329	Emerald Beater Lv. 1	120	Thunder	24	15	Green	Green	Green
330	Emerald Beater Lv. 2	130	Thunder	26	15	Green	Green	Blue
331	Emerald Beater Lv. 3	150	Thunder	28	20	Blue	Blue	White
332	Emerald Beater Lv. 4	160	Thunder	30	20	Blue	White	White
333	Emerald Beater Lv. 5	170	Thunder	34	20	White	White	White
334	Astalos Smasher Lv. 6	180	Thunder	36	20	White	White	White
335	Astalos Smasher Lv. 7	250	Thunder	38	20	White	White	White
336	Astalos Smasher Lv. 8	270	Thunder	40	20	Purple	Purple	Purple
337	Astalos Striker Lv. 9	290	Thunder	42	20	Purple	Purple	Purple
338	Giant's Hammer Lv. 1	140	Ice	14	-20	Green	Green	Green
339	Giant's Hammer Lv. 2	150	Ice	16	-20	Green	Green	Blue
340	Giant's Hammer Lv. 3	170	Ice	18	-20	Green	Blue	Blue
341	Giant's Hammer Lv. 4	190	Ice	20	-20	Blue	Blue	Blue
342	Giant's Hammer Lv. 5	210	Ice	22	-20	Blue	Blue	Blue
343	Colossus's Hammer Lv. 6	230	Ice	24	-20	Blue	Blue	White
344	Colossus's Hammer Lv. 7	300	Ice	26	-20	White	White	White
345	Colossus's Hammer Lv. 8	320	Ice	28	-20	White	White	Purple
346	Behemoth's Hammer Lv. 9	340	Ice	30	-20	White	White	Purple
347	Scorching Isshata Lv. 1	130	Fire	24	0	Green	Green	Green
348	Scorching Isshata Lv. 2	140	Fire	26	0	Green	Green	Green
349	Scorching Isshata Lv. 3	160	Fire	28	0	Green	Green	Blue
350	Scorching Isshata Lv. 4	180	Fire	30	0	Blue	Blue	Blue
351	Scorching Isshata Lv. 5	200	Fire	32	0	Blue	Blue	White
352	Glavenus's Uruga Lv. 6	210	Fire	34	0	Blue	White	White
353	Glavenus's Uruga Lv. 7	280	Fire	36	0	White	White	White
354	Glavenus's Uruga Lv. 8	300	Fire	38	0	White	White	White
355	Glavenus's Uruga Nova Lv. 9	320	Fire	40	0	White	Purple	Purple
356	Wuchtblick Lv. 1	120	Dragon	12	15	Blue	Blue	Blue
357	Wuchtblick Lv. 2	130	Dragon	14	20	Blue	Blue	White
358	Wuchtblick Lv. 3	150	Dragon	16	25	Blue	Blue	White
359	Wuchtblick Lv. 4	170	Dragon	17	25	Blue	Blue	White
360	Grimmblick Lv. 5	190	Dragon	18	25	Blue	White	White
361	Grimmblick Lv. 6	290	Dragon	20	30	Blue	White	White
362	Achtungsblick Lv. 7	320	Dragon	25	30	Blue	Purple	Purple
363	Matraca Hammer Lv. 1	140	(No Element)	0	10	Blue	Blue	Blue
364	Matraca Hammer Lv. 2	150	(No Element)	0	10	Blue	Blue	Blue
365	Matraca Hammer Lv. 3	160	(No Element)	0	10	Blue	White	White
366	Matraca Hammer Lv. 4	180	(No Element)	0	10	White	White	White
367	Argyl Hammer Lv. 5	190	(No Element)	0	10	White	White	White
368	Argyl Hammer Lv. 6	250	(No Element)	0	15	White	White	Purple
