ID	name	combo	MV	hitCount	damageType	sharpnessMod	elementMod	KO	exhaust	moveElement	mindsEye	aerial	miscNotes
71	RF Dragon Lv 2 (1 Hit Gen)		*	1	Shot	0.6	0.6	0	0		Yes	No	
72	RF P.Element Lv 1		*	9	Shot	0.7	0.7	0	0		Yes	No	
73	RF P.Element Lv 1 (1 Hit)		*	1	Shot	0.7	0.7	0	0		Yes	No	
74	RF P.Element Lv 1 (Gen)		*	9	Shot	0.7	0.7	0	0		Yes	No	
75	RF P.Element Lv 1 (1 Hit Gen)		*	1	Shot	0.7	0.7	0	0		Yes	No	
76	RF P.Element Lv 2		*	15	Shot	0.7	0.7	0	0		Yes	No	
77	RF P.Element Lv 2 (1 Hit)		*	1	Shot	0.7	0.7	0	0		Yes	No	
78	RF P.Element Lv 2 (Gen)		*	15	Shot	0.7	0.7	0	0		Yes	No	
79	RF P.Element Lv 2 (1 Hit Gen)		*	1	Shot	0.7	0.7	0	0		Yes	No	
80	RF Slicing Lv 1		50	8	Shot	0.9	0.9	0	0		Yes	No	
81	RF Slicing Lv 1 (1 Hit)		25	4	Shot	0.9	0.9	0	0		Yes	No	
82	RF Slicing Lv 1 (Shot)		2	2	Shot	0.9	0.9	0	0		Yes	No	
83	RF Slicing Lv 1 (Shot 1 Hit)		1	1	Shot	0.9	0.9	0	0		Yes	No	
84	RF Slicing Lv 1 (Slice)		48	6	Shot	0.9	0.9	0	0		Yes	No	
85	RF Slicing Lv 1 (Slice 1 Hit)		8	1	Shot	0.9	0.9	0	0		Yes	No	
86	RF Slicing Lv 2		82	12	Shot	0.9	0.9	0	0		Yes	No	
87	RF Slicing Lv 2 (1 Hit)		41	6	Shot	0.9	0.9	0	0		Yes	No	
88	RF Slicing Lv 2 (Shot)		2	2	Shot	0.9	0.9	0	0		Yes	No	
89	RF Slicing Lv 2 (Shot 1 Hit)		1	1	Shot	0.9	0.9	0	0		Yes	No	
90	RF Slicing Lv 2 (Slice)		80	10	Shot	0.9	0.9	0	0		Yes	No	
91	RF Slicing Lv 2 (Slice 1 Hit)		8	1	Shot	0.9	0.9	0	0		Yes	No	
92	RF Shrapnel		50	8	Shot	0.7	0.7	0	0		Yes	No	
93	RF Shrapnel (1 Hit)		25	4	Shot	0.7	0.7	0	0		Yes	No	
94	RF Shrapnel (Shot)		2	2	Shot	0.7	0.7	0	0		Yes	No	
95	RF Shrapnel (Shot 1 Hit)		1	1	Shot	0.7	0.7	0	0		Yes	No	
96	RF Shrapnel (Shrapnel)		48	6	Shot	0.7	0.7	0	0		Yes	No	
97	RF Shrapnel (Shrapnel 1 Hit)		8	1	Shot	0.7	0.7	0	0		Yes	No	
98	Stock Strike	Sp. Atk	2	1	Fixed	1	1	15	15		Yes	No	
99	Jumping Reload	X	5	1	Fixed	1	1	15	15		Yes	No	
100	Valor Buster Shots	B	10	1	Shot	1	1	10	10		Yes	No	
101	Valor Buster Duster	B B B	18	3	Shot	1	1	7	7		Yes	No	
102	Valor Buster Duster (1 Hit)	B B B	6	1	Shot	1	1	0	7		Yes	No	
103	Bullet Geyser I		20	1	Fixed	1	1	0	0	Fire 10	Yes	No	
104	Bullet Geyser II		39	3	Fixed	1	1	0	0	Fire 30	Yes	No	
105	Bullet Geyser II (1 Hit)		13	1	Fixed	1	1	0	0	Fire 10	Yes	No	
106	Bullet Geyser III		60	6	Fixed	1	1	0	0	Fire 60	Yes	No	
107	Bullet Geyser III (1 Hit)		10	1	Fixed	1	1	0	0	Fire 10	Yes	No	
108	Charge Shot Charge 1		20	1	Shot	1	1	0	0		Yes	No	
109	Charge Shot Charge 2		40	1	Shot	1	1	0	0		Yes	No	
110	Charge Shot Charge 3		60	2	Shot	1	1	0	0		Yes	No	
111	Charge Shot Charge 3 (1 Hit)		30	1	Shot	1	1	0	0		Yes	No	
