ID	name	combo	MV	hitCount	damageType	sharpnessMod	elementMod	KO	exhaust	moveElement	mindsEye	aerial	miscNotes
61	Energy Blade I (7-9 Phials)		180	1	Cut	1	1	0	0		Yes	No	
62	Energy Blade I (10 Phials)		220	1	Cut	1	1	0	0		Yes	No	
63	Energy Blade I (0 Phials)		30	1	Cut	1	1	0	0		Yes	No	
64	Energy Blade I (1-3 Phials)		130	1	Cut	1	1	0	0		Yes	No	
65	Energy Blade I (4-6 Phials)		180	1	Cut	1	1	0	0		Yes	No	
66	Energy Blade I (7-9 Phials)		200	1	Cut	1	1	0	0		Yes	No	
67	Energy Blade I (10 Phials)		250	1	Cut	1	1	0	0		Yes	No	
68	Ripper Shield I		80	4	Cut	1	1	0	0		Yes	No	
69	Ripper Shield II		100	5	Cut	1	1	0	0		Yes	No	
70	Ripper Shield III		120	6	Cut	1	1	0	0		Yes	No	
71	Ripper Shield (Individual Hits)		20	1	Cut	1	1	0	0		Yes	No	
